名詞,判定,TF-IDF値,出現回数,重み,連結回数
中央,0,0.3288930954,1,4.5,0
中間ゲート1通過,0,0.4623300945,2,12.9,0
中間ゲート1通過,0,0.373654351,2,12.9,0
中間ゲート2それぞれ1度,0,0.3347170303,1,16.3,0
中間ゲート2通過,0,0.4031118337,1,12.9,0
中間ゲート通過,0,0.6694340605,1,11.9,0
中心,0,0.3176434176,1,4.5,1
中心軸,0,0.3176434176,1,6.5,0
注意,0,0.3637340295,1,4.5,1
駐車領域,0,0.3128165237,2,8.5,0
駐車領域,0,0.3060656164,2,8.5,0
超過,0,0.4500812983,1,4.5,0
追記,0,0.5423652282,1,4.5,0
通過,0,0.5811164096,5,4.5,6
通過,0,0.4509276068,5,4.5,6
通過,0,0.3904336172,5,4.5,6
通過,0,0.35634882,5,4.5,6
通過,0,0.3377123979,5,4.5,6
通知,0,0.4004692112,1,4.5,0
停止,0,0.345936579,1,4.5,5
停止時,0,0.5492437804,1,6.5,0
定義,0,0.3035592438,1,4.5,0
提出,0,0.3994363634,1,4.5,2
提出期限,0,0.5201987116,1,8.5,0
添付,0,0.3741337583,4,4.5,0
添付,0,0.3601926505,4,4.5,0
添付,0,0.3596787116,4,4.5,0
添付,0,0.3106170466,4,4.5,0
当日,0,0.321222918,1,4.5,1
動かし,0,0.414170673,1,4.7,0
動作環境,0,0.399295672,1,8.5,0
同じ,0,0.3311219315,1,3.6,1
同じ色,0,0.3468973418,1,5.6,0
同時に4つま,0,0.3512391842,1,8.8,0
同様,0,0.3311859728,1,4.5,0
得る,0,0.4679787996,1,3.6,0
読者,0,0.4516905075,1,4.5,0
難所,0,0.3985007717,1,4.5,2
配布,0,0.4452546211,2,4.5,0
配布,0,0.3464974373,2,4.5,0
白部分,0,0.3270058849,1,6.5,0
判定,0,0.3872091196,2,4.5,4
判定,0,0.3433885077,2,4.5,4
判定方法,0,0.5195199503,3,8.5,0
判定方法,0,0.4444490642,3,8.5,0
判定方法,0,0.3499468198,3,8.5,0
表1,0,0.4358538867,3,3.5,0
表1,0,0.4025303387,3,3.5,0
表1,0,0.3982766248,3,3.5,0
表4,0,0.4471364867,1,3.5,0
表5,0,0.4744988833,2,3.5,0
表5,0,0.3141864854,2,3.5,0
表6,0,0.4744988833,2,3.5,0
表6,0,0.464476502,2,3.5,0
表8,0,0.5404324541,1,3.5,0
表現,0,0.3127458729,1,4.5,0
描画処理,0,0.3701170562,1,8.5,0
不成立,0,0.4522418433,1,6.5,2
付与,0,0.5342653244,1,4.5,0
部分,0,0.3768871738,3,4.5,4
部分,0,0.3559442477,3,4.5,4
部分,0,0.3559442477,3,4.5,4
複数個所,0,0.3066902134,1,8.5,0
分け,0,0.3186947408,1,3.6,0
文書,0,0.4821525769,1,4.5,1
別途提示,0,0.4821850805,1,8.5,0
本規約,0,0.4675976458,4,6.5,0
本規約,0,0.4186992544,4,6.5,0
本規約,0,0.3866872772,4,6.5,0
本規約,0,0.3622566401,4,6.5,0
本書,0,0.3788960532,1,4.5,0
本章,0,0.3620533933,3,4.5,0
本章,0,0.3419347531,3,4.5,0
本章,0,0.3419347531,3,4.5,0
満たさ,0,0.4511459502,1,4.7,0
満たせ,0,0.3953212567,1,4.7,0
名産品,0,0.3066902134,1,6.5,0
名称,0,0.4641967387,1,4.5,1
様子,0,0.412261484,2,4.5,2
様子,0,0.3456788505,2,4.5,2
用い,0,0.452254989,2,3.6,4
用い,0,0.3479879958,2,3.6,4
用いられる,0,0.3256585211,2,6.9,0
用いられる,0,0.321222918,2,6.9,0
用いる,0,0.4802911322,2,4.7,0
用いる,0,0.4357459241,2,4.7,0
用意,0,0.3686060339,2,4.5,0
用意,0,0.3279723699,2,4.5,0
用語,0,0.5220676664,1,4.5,2
用語詳細1etロボコンetソフトウェアデザインロボットコンテスト,0,0.47705746,1,41.9,0
略称,0,0.47705746,1,4.5,0
流れ,0,0.3767720038,2,3.6,0
流れ,0,0.3375264465,2,3.6,0
両者,0,0.5547246707,1,4.5,0
良い,0,0.4500812983,1,3.6,0
領域,0,0.346380748,1,4.5,2
例,0,0.4285834703,2,2.5,5
例,0,0.4180749591,2,2.5,5
例示,0,0.4522418433,1,4.5,0
論理時間,0,0.3127458729,1,8.5,0
