単語,判定結果,TF-IDF値,出現回数,優先値,連結回数
交点サークル,0,0.5854685573057707,6,8.8,0
交点サークル,0,0.32595921609715633,6,8.8,0
交点サークル,0,0.24587109500684978,6,8.8,0
交点サークル,0,0.23267931745028625,6,8.8,0
交点サークル,0,0.2053609520320045,6,8.8,0
事態,0,0.16938450168318317,1,4.0,0
中間ゲート2,0,0.20498692785210268,1,8.6,1
中間ゲート1,0,0.3236764825645123,2,8.6,0
中間ゲート1,0,0.18885134195475115,2,8.6,0
中間ゲート,0,0.3240294523019023,2,7.6,4
中間ゲート,0,0.27146846631691063,2,7.6,4
中心軸,0,0.3248850305978817,1,6.0,0
中心,0,0.3248850305978817,1,4.0,1
中央,0,0.3188799883481487,1,4.0,0
中,0,0.3471511585683229,2,2.0,9
中,0,0.3209653772226657,2,2.0,9
両者,0,0.5616331378845669,1,4.0,0
下記,0,0.5253489732142163,2,4.0,0
下記,0,0.44162532319782827,2,4.0,0
上限,0,0.44915553019404625,1,4.0,1
上記,0,0.38261008157570664,4,4.0,0
上記,0,0.2670929831861357,4,4.0,0
上記,0,0.14083745453888313,4,4.0,0
上記,0,0.07950026797991691,4,4.0,0
上,0,0.3403760500612618,1,2.0,14
一部,0,0.32683824166390624,3,4.0,1
一部,0,0.2218616613050975,3,4.0,1
一部,0,0.11844635934776881,3,4.0,1
一覧,0,0.49808961805106255,1,4.0,0
一致,0,0.45714418677227847,1,4.0,0
一方,0,0.3483888753066404,1,4.0,2
一定期日前,0,0.34726691190757314,1,10.0,0
リザルトタイム確定タッチセンサ押下操作後,0,0.44468362155055213,1,29.6,0
リザルトタイム確定,0,0.3652676892513844,3,12.4,1
リザルトタイム確定,0,0.279024602797759,3,12.4,1
リザルトタイム確定,0,0.2703844698647099,3,12.4,1
リザルトタイム,0,0.5162155298345111,6,8.4,4
リザルトタイム,0,0.408562122187397,6,8.4,4
リザルトタイム,0,0.3845586503763503,6,8.4,4
リザルトタイム,0,0.3502994466468048,6,8.4,4
リザルトタイム,0,0.24558386343787392,6,8.4,4
リザルトタイム,0,0.12818920228301026,6,8.4,4
リクエスト,0,0.27135641618494916,1,6.0,0
モデル,0,0.2466177365076228,1,3.6,1
マイナス,0,0.445305023313921,1,4.8,0
ボーナスブロック,0,0.7574994355185378,1,9.6,0
ボーナスタイム獲得例,0,0.5696004713600893,1,14.4,0
ボーナスタイム獲得,0,0.4220622970523173,1,12.4,1
ボーナスタイム,0,0.4130479032567111,4,8.4,2
ボーナスタイム,0,0.4094871399106211,4,8.4,2
ボーナスタイム,0,0.36964558473228126,4,8.4,2
ボーナスタイム,0,0.25276258285578246,4,8.4,2
ボーナスサークル設置,0,0.3555727737942485,2,13.6,0
ボーナスサークル設置,0,0.2878332443063483,2,13.6,0
ボーナスサークルブロックサークル番号,0,0.22857209338613924,1,23.2,0
ボーナスサークル,0,0.5174240761941848,2,9.6,7
ボーナスサークル,0,0.2878332443063483,2,9.6,7
ボーナス,0,0.5999198430091424,1,4.8,16
プラットフォーム改変制限,0,0.171311054979328,1,17.6,0
プラットフォーム改変,0,0.171311054979328,1,13.6,1
ブロック搬入,0,0.5999198430091424,1,8.8,0
ブロックブロックビンゴ2020,0,0.4882678342747044,1,17.2,0
ブロックビンゴ2020エリア上,0,0.3074539004563529,1,18.0,0
ブロックビンゴ2020エリア,0,0.4541802696022677,1,16.0,1
ブロックビンゴ2020,0,0.496794838365656,4,12.4,3
ブロックビンゴ2020,0,0.46827731286917357,4,12.4,3
ブロックビンゴ2020,0,0.3792412104323999,4,12.4,3
ブロックビンゴ2020,0,0.25276258285578246,4,12.4,3
ブロックサークル番号8,0,0.25403664886308,2,14.6,0
ブロックサークル番号8,0,0.17818031370417192,2,14.6,0
ブロックサークル番号6,0,0.25403664886308,2,14.6,0
ブロックサークル番号6,0,0.17818031370417192,2,14.6,0
ブロックサークル番号3,0,0.1934041597580674,1,14.6,0
ブロックサークル番号1,0,0.1934041597580674,1,14.6,0
ブロックサークル番号,0,0.22857209338613924,1,13.6,7
ブロックサークル内,0,0.32240947736793624,1,11.6,0
ブロックサークル,0,0.5189460787291602,6,9.6,9
ブロックサークル,0,0.5038011932364659,6,9.6,9
ブロックサークル,0,0.28516911289014085,6,9.6,9
ブロックサークル,0,0.26365866750527667,6,9.6,9
ブロックサークル,0,0.2053609520320045,6,9.6,9
ブロックサークル,0,0.15707720776058862,6,9.6,9
ブロック,0,0.44941826237549665,7,4.8,54
ブロック,0,0.42804887747251397,7,4.8,54
ブロック,0,0.3581003417936874,7,4.8,54
ブロック,0,0.35686078681694344,7,4.8,54
ブロック,0,0.31233975897315797,7,4.8,54
ブロック,0,0.23744903822392388,7,4.8,54
ブロック,0,0.22685616189638427,7,4.8,54
フルビンゴ,0,0.3416101694897696,1,6.0,0
フォルダ以外,0,0.171311054979328,1,8.8,0
ビンゴ,0,0.3147202585526783,2,3.6,11
ビンゴ,0,0.2779805949589916,2,3.6,11
パーツ,0,0.33357843569420764,1,3.6,0
ナンバー黒ブロック全体,0,0.12865105038614197,1,15.6,0
ナンバー黒ブロック,0,0.3323009147097442,7,11.6,1
ナンバー黒ブロック,0,0.31483655090871515,7,11.6,1
ナンバー黒ブロック,0,0.3147938246272408,7,11.6,1
ナンバー黒ブロック,0,0.30339338512818803,7,11.6,1
ナンバー黒ブロック,0,0.21402443873625698,7,11.6,1
ナンバー黒ブロック,0,0.188054636586178,7,11.6,1
ナンバー黒ブロック,0,0.16705670815145754,7,11.6,1
ナンバーボーナスサークル,0,0.23704851586283235,2,14.4,0
ナンバーボーナスサークル,0,0.2105799965962869,2,14.4,0
トリプルビンゴ,0,0.3416101694897696,1,8.4,0
ダブルビンゴ,0,0.3416101694897696,1,7.2,0
ターン毎,0,0.3103915334856852,1,5.6,0
ターン,0,0.4935248940908612,3,3.6,1
ターン,0,0.4005865616969674,3,3.6,1
ターン,0,0.3577531732652922,3,3.6,1
タッチセンサ押下操作後,0,0.20498692785210268,1,17.2,1
タッチセンサ押下操作実行委員会,0,0.28043931761241997,1,25.2,0
タッチセンサ押下操作,0,0.35025277318524045,2,15.2,3
タッチセンサ押下操作,0,0.2583644821790373,2,15.2,3
タイム,0,0.4681431998810139,2,3.6,21
タイム,0,0.4102527517886458,2,3.6,21
タイミング,0,0.3751459812759381,1,6.0,0
ソースコード,0,0.2466177365076228,1,7.2,0
ソフトウェア,0,0.513933164937984,1,7.2,9
スラローム,0,0.37250452413043583,1,6.0,0
スポンサー看板,0,0.35211578691957707,1,10.0,0
スタート準備走行,0,0.5630556254493801,1,12.8,0
スタート準備,0,0.3103915334856852,1,8.8,1
スタート時,0,0.13686330320171908,1,6.8,0
スタート成立後,0,0.6226681519611764,1,10.8,0
スタート後,0,0.2946629149839914,1,6.8,0
スタート位置,0,0.5121885777274711,1,8.8,0
スタートライン手前,0,0.43139510062897873,1,12.4,0
スタートライン,0,0.5055687235582,4,8.4,1
スタートライン,0,0.4210781116241006,4,8.4,1
スタートライン,0,0.2307043620225751,4,8.4,1
スタートライン,0,0.22111912510861337,4,8.4,1
スタートエリア,0,0.4210781116241006,4,8.4,0
スタートエリア,0,0.35465655080147723,4,8.4,0
スタートエリア,0,0.3510628947568343,4,8.4,0
スタートエリア,0,0.33755228309765734,4,8.4,0
スタート,0,0.5043288710781213,1,4.8,15
シングルビンゴ,0,0.3416101694897696,1,8.4,0
シミュレーション動作,0,0.31322267459284847,1,13.6,0
サンプル,0,0.37527158882216793,1,4.8,0
ゴールゲート,0,0.443723322610195,3,7.2,1
ゴールゲート,0,0.3043864230913989,3,7.2,1
ゴールゲート,0,0.1774029615680089,3,7.2,1
ゴール,0,0.38332197840926624,3,3.6,4
ゴール,0,0.3290200568199167,3,3.6,4
ゴール,0,0.2181386869686314,3,3.6,4
コース画像,0,0.37527158882216793,1,7.6,0
コース外,0,0.16938450168318317,1,5.6,0
コース上,0,0.4844938337267306,4,5.6,0
コース上,0,0.41133272412983307,4,5.6,0
コース上,0,0.3201323438499983,4,5.6,0
コース上,0,0.2894798070019073,4,5.6,0
コース,0,0.3924143934543337,6,3.6,22
コース,0,0.3907376572491646,6,3.6,22
コース,0,0.2413265140799073,6,3.6,22
コース,0,0.21258443534194194,6,3.6,22
コース,0,0.21237373380871222,6,3.6,22
コース,0,0.2109008420489172,6,3.6,22
コンピュータ,0,0.171311054979328,1,7.2,0
ゲーム,0,0.3074539004563529,1,3.6,0
ゲートライン,0,0.5783002118664197,4,7.2,0
ゲートライン,0,0.28883513074736644,4,7.2,0
ゲートライン,0,0.2422469168633653,4,7.2,0
ゲートライン,0,0.21075619016563027,4,7.2,0
クラス別,0,0.46952780118585474,1,5.6,0
クラス共通,0,0.49566834714812924,1,7.6,1
クラス,0,0.37250452413043583,1,3.6,10
ガレージ方向,0,0.3403760500612618,1,8.8,0
ガレージ,0,0.16938450168318317,1,4.8,1
カラーブロック有効移動,0,0.2970309526458917,2,16.4,0
カラーブロック有効移動,0,0.2779805949589916,2,16.4,0
カラーブロック全体,0,0.1664260962388834,1,12.4,0
カラーブロック,0,0.5181548232224831,9,8.4,4
カラーブロック,0,0.47907015197996666,9,8.4,4
カラーブロック,0,0.3432792241790969,9,8.4,4
カラーブロック,0,0.2938267938325111,9,8.4,4
カラーブロック,0,0.22167291821027738,9,8.4,4
カラーブロック,0,0.2013388075934368,9,8.4,4
カラーブロック,0,0.193133908153809,9,8.4,4
カラーブロック,0,0.18958645482638511,9,8.4,4
カラーブロック,0,0.142705344198381,9,8.4,4
カラーサークル,0,0.3017314442848724,1,8.4,0
オレンジ範囲,0,0.20755605065372545,1,8.8,0
エリア,0,0.4210774179747039,2,3.6,6
エリア,0,0.3243989242630782,2,3.6,6
アドバンストクラス難所,0,0.4612992478707076,1,14.8,0
アドバンストクラス固有,0,0.4894218217571615,1,14.8,0
アドバンストクラス,0,0.4756652255764316,2,10.8,2
アドバンストクラス,0,0.45888239688405924,2,10.8,2
アクティビティ,0,0.5517352604259287,1,8.4,0
よう設計,0,0.3188799883481487,1,6.2,0
よう注意,0,0.3893849356890217,1,6.2,0
よう,0,0.26778074538552055,5,2.2,2
よう,0,0.2555936460348497,5,2.2,2
よう,0,0.2441913177592605,5,2.2,2
よう,0,0.2207716891027436,5,2.2,2
よう,0,0.21159913195907662,5,2.2,2
もの,0,0.35873442473801104,2,2.2,1
もの,0,0.35025277318524045,2,2.2,1
もっ,0,0.5043288710781213,1,2.2,0
もう一方,0,0.4546642667020161,1,6.2,0
また最大値,0,0.7250783811964531,1,8.2,0
または生成,0,0.2466177365076228,1,7.3,0
または案内,0,0.34726691190757314,1,7.3,0
または一部,0,0.3933589725005811,1,7.3,0
またはモデル,0,0.2466177365076228,1,6.9,0
ほぼ左右対称,0,0.3188799883481487,1,10.2,0
はみ出さ,0,0.13686330320171908,1,5.3,0
なる,0,0.3622696068568347,7,2.2,6
なる,0,0.3577042027703582,7,2.2,6
なる,0,0.32546051539397075,7,2.2,6
なる,0,0.30212697975558406,7,2.2,6
なる,0,0.2763528235967851,7,2.2,6
なる,0,0.27418330811860575,7,2.2,6
なる,0,0.23306012715569432,7,2.2,6
なら,0,0.3934106029269563,2,2.2,0
なら,0,0.22720517340945187,2,2.2,0
なっ,0,0.2587900641644115,2,2.2,0
なっ,0,0.25674053868702734,2,2.2,0
なお走行タイム,0,0.44915553019404625,1,9.8,0
なお試走会,0,0.34726691190757314,1,8.2,0
なお置かれ,0,0.2587900641644115,2,6.4,0
なお置かれ,0,0.25674053868702734,2,6.4,0
なお本節,0,0.37527158882216793,1,6.2,0
なおこれ,0,0.5043288710781213,1,4.4,0
ないもの,0,0.2466177365076228,1,4.4,0
どちら,0,0.3483888753066404,1,3.3,0
とき,0,0.38261008157570664,4,2.2,0
とき,0,0.36413447596605,4,2.2,0
とき,0,0.2670929831861357,4,2.2,0
とき,0,0.24805806357651658,4,2.2,0
できる,0,0.23221587397502766,2,3.3,0
できる,0,0.12609008166927121,2,3.3,0
つながっ,0,0.25853356625469226,2,4.4,0
つながっ,0,0.2477920897562108,2,4.4,0
ため,0,0.345732012714932,2,2.2,0
ため,0,0.22720517340945187,2,2.2,0
ただし以下,0,0.5968119776758288,2,7.3,0
ただし以下,0,0.4210774179747039,2,7.3,0
それらすべて,0,0.2928347777174427,1,6.6,0
それぞれ個別,0,0.5024208389421785,1,8.4,0
それぞれ2個,0,0.3143737437910255,1,7.4,0
それぞれ,0,0.31993172939078623,2,4.4,2
それぞれ,0,0.2834777419090984,2,4.4,2
その時間帯,0,0.4496273757308981,1,8.2,0
その他不測,0,0.16938450168318317,1,8.2,0
その他,0,0.5419054744583255,1,4.2,1
そのソフトウェア,0,0.2466177365076228,1,9.399999999999999,0
せ,0,0.171311054979328,1,1.1,3
する,0,0.40578396666488786,45,2.2,1
する,0,0.35419266196728166,45,2.2,1
する,0,0.32131869982291034,45,2.2,1
する,0,0.28371525610528364,45,2.2,1
する,0,0.26105120154876016,45,2.2,1
する,0,0.2446327160636754,45,2.2,1
する,0,0.21588798504205556,45,2.2,1
する,0,0.21235760742634974,45,2.2,1
する,0,0.2108003388562894,45,2.2,1
する,0,0.20507415985752125,45,2.2,1
する,0,0.19836964241715932,45,2.2,1
する,0,0.19733838234579779,45,2.2,1
する,0,0.19716005191365535,45,2.2,1
する,0,0.1957754438795723,45,2.2,1
する,0,0.19417714108919426,45,2.2,1
する,0,0.19394961386431425,45,2.2,1
する,0,0.19299765677169753,45,2.2,1
する,0,0.19150541666160326,45,2.2,1
する,0,0.18756758763284112,45,2.2,1
する,0,0.18388554760614878,45,2.2,1
する,0,0.18372110356149604,45,2.2,1
する,0,0.17887553041248094,45,2.2,1
する,0,0.17574965629209915,45,2.2,1
する,0,0.17382781065755917,45,2.2,1
する,0,0.17331125019269641,45,2.2,1
する,0,0.1724676214779505,45,2.2,1
する,0,0.16708977919532855,45,2.2,1
する,0,0.16041829474443337,45,2.2,1
する,0,0.1523620750769815,45,2.2,1
する,0,0.14875973880383514,45,2.2,1
する,0,0.147952029130865,45,2.2,1
する,0,0.14777327537706594,45,2.2,1
する,0,0.13777906396789144,45,2.2,1
する,0,0.13747222774386295,45,2.2,1
する,0,0.13406429179953083,45,2.2,1
する,0,0.126975457471727,45,2.2,1
する,0,0.12615530929397697,45,2.2,1
する,0,0.12256061364490538,45,2.2,1
する,0,0.12224884860348391,45,2.2,1
する,0,0.12030335529326529,45,2.2,1
する,0,0.1152983822955298,45,2.2,1
する,0,0.11243333804017022,45,2.2,1
する,0,0.10031024584132098,45,2.2,1
する,0,0.09862697858029437,45,2.2,1
する,0,0.06627830662391461,45,2.2,1
すべて,0,0.5083053120849137,2,3.3,1
すべて,0,0.3073207442450656,2,3.3,1
し,0,0.48986164610276905,19,1.1,10
し,0,0.33174749087451305,19,1.1,10
し,0,0.2810019575843705,19,1.1,10
し,0,0.27888698716237137,19,1.1,10
し,0,0.2787676739032695,19,1.1,10
し,0,0.24837688216293202,19,1.1,10
し,0,0.2462476043753041,19,1.1,10
し,0,0.24373857110453884,19,1.1,10
し,0,0.21532455861307126,19,1.1,10
し,0,0.2102335839226886,19,1.1,10
し,0,0.18890576450514432,19,1.1,10
し,0,0.18822331329334016,19,1.1,10
し,0,0.17944711189433665,19,1.1,10
し,0,0.17001781358717788,19,1.1,10
し,0,0.15533456645635904,19,1.1,10
し,0,0.15518060771867778,19,1.1,10
し,0,0.15410437180998157,19,1.1,10
し,0,0.14873320951434502,19,1.1,10
し,0,0.11335497528454574,19,1.1,10
される,0,0.30969008798488024,21,3.3,0
される,0,0.2885455887435139,21,3.3,0
される,0,0.2879437685119884,21,3.3,0
される,0,0.2790508272268834,21,3.3,0
される,0,0.2715932196190212,21,3.3,0
される,0,0.26853553099198485,21,3.3,0
される,0,0.2618774688472614,21,3.3,0
される,0,0.2403183083421525,21,3.3,0
される,0,0.237675954460677,21,3.3,0
される,0,0.22831410526828738,21,3.3,0
される,0,0.2209443541230791,21,3.3,0
される,0,0.21398172710502789,21,3.3,0
される,0,0.21024378840118477,21,3.3,0
される,0,0.18560835331071754,21,3.3,0
される,0,0.1819253029643433,21,3.3,0
される,0,0.17364561228518202,21,3.3,0
される,0,0.1658990806103635,21,3.3,0
される,0,0.14989012244125477,21,3.3,0
される,0,0.11093523586769838,21,3.3,0
される,0,0.09053318169898025,21,3.3,0
される,0,0.051685643499620425,21,3.3,0
され,0,0.4713386084996611,13,2.2,22
され,0,0.2895838471965802,13,2.2,22
され,0,0.284392896496722,13,2.2,22
され,0,0.2829055874545303,13,2.2,22
され,0,0.26803723807016167,13,2.2,22
され,0,0.26800086289565817,13,2.2,22
され,0,0.21491054840431154,13,2.2,22
され,0,0.2075623932286795,13,2.2,22
され,0,0.19841658348368013,13,2.2,22
され,0,0.19313481518711775,13,2.2,22
され,0,0.1746118566567636,13,2.2,22
され,0,0.1673571346421099,13,2.2,22
され,0,0.16010099606084785,13,2.2,22
させ,0,0.24867496789041152,3,2.2,0
させ,0,0.24310191991191538,3,2.2,0
させ,0,0.24117663897012484,3,2.2,0
これら,0,0.45718742653451483,2,3.3,0
これら,0,0.2477920897562108,2,3.3,0
これ,0,0.3893849356890217,1,2.2,3
この順に通過,0,0.20498692785210268,1,9.3,0
この様子,0,0.6389742494895456,2,6.2,0
この様子,0,0.5925024748531592,2,6.2,0
この上限,0,0.6708985058841489,1,6.2,0
こと,0,0.37193591845812723,20,2.2,0
こと,0,0.37073568481988683,20,2.2,0
こと,0,0.3285810793898675,20,2.2,0
こと,0,0.31234781073617784,20,2.2,0
こと,0,0.29280916804534446,20,2.2,0
こと,0,0.25072280944141334,20,2.2,0
こと,0,0.2420297171933238,20,2.2,0
こと,0,0.24169197635237763,20,2.2,0
こと,0,0.23033603694008595,20,2.2,0
こと,0,0.21163634122698277,20,2.2,0
こと,0,0.205262335237481,20,2.2,0
こと,0,0.20246159353330742,20,2.2,0
こと,0,0.19869945512501994,20,2.2,0
こと,0,0.19095381370550224,20,2.2,0
こと,0,0.15267389619953828,20,2.2,0
こと,0,0.15146477311746478,20,2.2,0
こと,0,0.1474861347376675,20,2.2,0
こと,0,0.13933449913116605,20,2.2,0
こと,0,0.1369963810381246,20,2.2,0
こと,0,0.11141335843722941,20,2.2,0
おり,0,0.26215614554332917,4,2.2,0
おり,0,0.25750518084685675,4,2.2,0
おり,0,0.2307043620225751,4,2.2,0
おり,0,0.22111912510861337,4,2.2,0
および黒線,0,0.43139510062897873,1,7.3,0
および構成要素,0,0.4541802696022677,1,11.3,0
および数字カード,0,0.3103915334856852,1,10.9,0
および提出方法,0,0.5220946003120321,1,11.3,0
および中間ゲート2,0,0.35133161931553236,1,11.9,0
およびゴールゲート,0,0.2946629149839914,1,10.5,0
および6,0,0.3655826504405431,1,4.3,0
うち1,0,0.48996383127498466,1,3.2,0
いる,0,0.5025097095510467,15,2.2,3
いる,0,0.49853001096531,15,2.2,3
いる,0,0.30686180898625004,15,2.2,3
いる,0,0.3054213569026492,15,2.2,3
いる,0,0.2802330654380129,15,2.2,3
いる,0,0.205956993635786,15,2.2,3
いる,0,0.1989149756428151,15,2.2,3
いる,0,0.19848191212236166,15,2.2,3
いる,0,0.19225485365740444,15,2.2,3
いる,0,0.186301588332526,15,2.2,3
いる,0,0.17570939930485235,15,2.2,3
いる,0,0.16733721688957526,15,2.2,3
いる,0,0.16038473946631515,15,2.2,3
いる,0,0.12376701351927828,15,2.2,3
いる,0,0.08161247163986834,15,2.2,3
いずれ,0,0.3644153214220098,6,3.3,0
いずれ,0,0.33653396945078795,6,3.3,0
いずれ,0,0.32595921609715633,6,3.3,0
いずれ,0,0.28516911289014085,6,3.3,0
いずれ,0,0.24558386343787392,6,3.3,0
いずれ,0,0.23644210573181232,6,3.3,0
い,0,0.38940074383982193,1,1.1,38
ある,0,0.47346113585056027,7,2.2,0
ある,0,0.3385983610050253,7,2.2,0
ある,0,0.32546051539397075,7,2.2,0
ある,0,0.2760189376414448,7,2.2,0
ある,0,0.252433939032765,7,2.2,0
ある,0,0.22470913118774832,7,2.2,0
ある,0,0.2100090861635296,7,2.2,0
あり,0,0.3143737437910255,1,2.2,0
timescale１,0,0.4003525285956044,1,13.6,0
rコース,0,0.24558386343787392,6,5.0,0
rコース,0,0.2413265140799073,6,5.0,0
rコース,0,0.23286425578328565,6,5.0,0
rコース,0,0.208679717782394,6,5.0,0
rコース,0,0.2071546981560471,6,5.0,0
rコース,0,0.07318356966322134,6,5.0,0
lコース,0,0.2508693574445812,5,5.0,1
lコース,0,0.24207247364796444,5,5.0,1
lコース,0,0.21693159954422297,5,5.0,1
lコース,0,0.21534627563064196,5,5.0,1
lコース,0,0.0760774884886206,5,5.0,1
goal,0,0.2946629149839914,1,5.6,0
gate2,0,0.2946629149839914,1,6.6,0
gate1,0,0.2946629149839914,1,6.6,0
framespersecond,0,0.4003525285956044,1,21.0,0
ev3rt,0,0.171311054979328,1,6.6,0
etロボコンキャラクターロゴ,0,0.27135641618494916,1,17.2,0
etロボコンev3サポートサイト,0,0.4793580883619305,1,19.8,0
etロボコン2020ロゴ,0,0.27135641618494916,1,14.0,0
etロボコン2020シミュレータ内,0,0.33357843569420764,1,20.8,0
etロボコン2020シミュレータ上,0,0.171311054979328,1,20.8,0
etロボコン2020シミュレータ,0,0.4385013824625609,6,18.8,2
etロボコン2020シミュレータ,0,0.408562122187397,6,18.8,2
etロボコン2020シミュレータ,0,0.35565395164307645,6,18.8,2
etロボコン2020シミュレータ,0,0.3207218625495256,6,18.8,2
etロボコン2020シミュレータ,0,0.2613874938012905,6,18.8,2
etロボコン2020シミュレータ,0,0.12818920228301026,6,18.8,2
etソフトウェアデザインロボットコンテスト2020シミュレータ競技規約1,0,0.32723360112544236,3,45.8,0
etソフトウェアデザインロボットコンテスト2020シミュレータ競技規約1,0,0.2218616613050975,3,45.8,0
etソフトウェアデザインロボットコンテスト2020シミュレータ競技規約1,0,0.08368941151556836,3,45.8,0
etソフトウェアデザインロボットコンテスト2020シミュレータ競技,0,0.4442439553258812,1,40.8,3
etrobo開発環境,0,0.5794196143901894,1,16.4,0
api,0,0.171311054979328,1,4.2,0
9,0,0.5819617876262251,2,1.0,0
9,0,0.5088521600953102,2,1.0,0
8,0,0.4167288359588097,3,1.0,4
8,0,0.372752177828739,3,1.0,4
8,0,0.2218616613050975,3,1.0,4
7,0,0.49295246086482164,3,1.0,0
7,0,0.17962637160890974,3,1.0,0
7,0,0.1774029615680089,3,1.0,0
6章,0,0.46952780118585474,1,3.0,0
6個,0,0.27574171130202035,1,3.0,0
60fps,0,0.4003525285956044,1,6.2,0
6,0,0.5248886987387523,6,1.0,21
6,0,0.43157088588815834,6,1.0,21
6,0,0.3491085784749191,6,1.0,21
6,0,0.28615475494956294,6,1.0,21
6,0,0.28390828913843924,6,1.0,21
6,0,0.2053609520320045,6,1.0,21
5種類,0,0.3143737437910255,1,5.0,0
5,0,0.5176687599004923,8,1.0,1
5,0,0.43688183193186514,8,1.0,1
5,0,0.42802372001346184,8,1.0,1
5,0,0.26373510180468407,8,1.0,1
5,0,0.2490158336449988,8,1.0,1
5,0,0.2300202576587965,8,1.0,1
5,0,0.19522653710528254,8,1.0,1
5,0,0.11992509057395356,8,1.0,1
4章,0,0.46952780118585474,1,3.0,0
4,0,0.6982079981666672,12,1.0,2
4,0,0.43424145305980694,12,1.0,2
4,0,0.38486590637082935,12,1.0,2
4,0,0.3108394291754098,12,1.0,2
4,0,0.29627951112044826,12,1.0,2
4,0,0.27419749204686156,12,1.0,2
4,0,0.22390746128148203,12,1.0,2
4,0,0.21747471905956786,12,1.0,2
4,0,0.20682721729702302,12,1.0,2
4,0,0.2065855975729579,12,1.0,2
4,0,0.10783299271100398,12,1.0,2
4,0,0.06156215339133384,12,1.0,2
3章,0,0.49566834714812924,1,3.0,0
3,0,0.49342211176710066,16,1.0,13
3,0,0.44445697231677456,16,1.0,13
3,0,0.39871754385603025,16,1.0,13
3,0,0.3769205785204142,16,1.0,13
3,0,0.36524904894573146,16,1.0,13
3,0,0.36287071125936443,16,1.0,13
3,0,0.35482314131873655,16,1.0,13
3,0,0.2672177206949989,16,1.0,13
3,0,0.2654852012549265,16,1.0,13
3,0,0.22026057277201766,16,1.0,13
3,0,0.21774270080851968,16,1.0,13
3,0,0.1996838054571189,16,1.0,13
3,0,0.189685488292099,16,1.0,13
3,0,0.17986104398590846,16,1.0,13
3,0,0.17637321251550253,16,1.0,13
3,0,0.07520130725478802,16,1.0,13
2章,0,0.48284430838808623,2,3.0,0
2章,0,0.3904313655636004,2,3.0,0
26,0,0.0967020798790337,1,2.0,0
2,0,0.5914386048661675,12,1.0,32
2,0,0.5873415565052519,12,1.0,32
2,0,0.47764834990811844,12,1.0,32
2,0,0.38470008744140816,12,1.0,32
2,0,0.3170921401840359,12,1.0,32
2,0,0.311919129090997,12,1.0,32
2,0,0.2949321560189258,12,1.0,32
2,0,0.2719422071243956,12,1.0,32
2,0,0.26138836959521206,12,1.0,32
2,0,0.22179015599551538,12,1.0,32
2,0,0.21747471905956786,12,1.0,32
2,0,0.17275001052508274,12,1.0,32
1章,0,0.13686330320171908,1,3.0,0
1回,0,0.4264376934683272,2,3.0,0
1回,0,0.2989619803284461,2,3.0,0
1チーム当たりlコース,0,0.32450549335673995,1,13.799999999999999,0
120秒経過後,0,0.16938450168318317,1,11.0,0
120秒,0,0.6275085613556554,3,5.0,1
120秒,0,0.3887151346478199,3,5.0,1
120秒,0,0.14659135856701333,3,5.0,1
11,0,0.25635840550306155,1,2.0,0
10,0,0.12609008166927121,2,2.0,1
10,0,0.11852425793141617,2,2.0,1
1,0,0.5421434421052865,18,1.0,22
1,0,0.3620442208225876,18,1.0,22
1,0,0.34643392237462445,18,1.0,22
1,0,0.3152924737277353,18,1.0,22
1,0,0.290651690541713,18,1.0,22
1,0,0.28605541280872987,18,1.0,22
1,0,0.2836524571064905,18,1.0,22
1,0,0.2816604335338398,18,1.0,22
1,0,0.24246600103321012,18,1.0,22
1,0,0.2404717088452737,18,1.0,22
1,0,0.23857017570298655,18,1.0,22
1,0,0.21921089538340247,18,1.0,22
1,0,0.2121241278235597,18,1.0,22
1,0,0.19612350131770648,18,1.0,22
1,0,0.1923074681047135,18,1.0,22
1,0,0.15275852422203506,18,1.0,22
1,0,0.07704640454492834,18,1.0,22
1,0,0.054437876278017695,18,1.0,22
0版,0,0.32723360112544236,3,3.0,0
0版,0,0.2218616613050975,3,3.0,0
0版,0,0.08368941151556836,3,3.0,0
0,0,0.32723360112544236,3,1.0,31
0,0,0.2218616613050975,3,1.0,31
0,0,0.08368941151556836,3,1.0,31
