単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Labels,Scored Probabilities
中間ゲート,0,0.257289375391823,4,7.6,11,0,1,0.672186076641083
中心軸,0,0.325205219982972,2,6,0,0,0,0.412662833929062
中心軸,0,0.29901128883001,2,6,0,0,0,0.412662833929062
中心,0,0.325205219982972,2,4,2,0,0,0.369748026132584
中心,0,0.29901128883001,2,4,2,0,0,0.369748026132584
中央,0,0.333817319076878,1,4,0,0,0,0.32904389500618
中,0,0.401835040655932,6,2,24,0,1,0.689181923866272
中,0,0.357205919289107,6,2,24,0,1,0.689181923866272
中,0,0.355321388807388,6,2,24,0,1,0.689181923866272
中,0,0.344743704074271,6,2,24,0,1,0.689181923866272
中,0,0.30085617097447,6,2,24,0,1,0.689181923866272
中,0,0.29583891355649,6,2,24,0,1,0.689181923866272
両者,0,0.56500318564436,1,4,0,0,0,0.32904389500618
不成立,0,0.46956413463119,1,6,0,0,0,0.401311099529266
下記,0,0.572044202150157,2,4,0,0,0,0.339510679244995
下記,0,0.443044361487249,2,4,0,0,0,0.339510679244995
上限,0,0.645423127654668,2,4,0,0,0,0.339510679244995
上限,0,0.438441776796651,2,4,0,0,0,0.339510679244995
上記,0,0.443199767263831,4,4,0,0,0,0.360913515090942
上記,0,0.293068393158548,4,4,0,0,0,0.360913515090942
上記,0,0.141789646208013,4,4,0,0,0,0.360913515090942
上記,0,0.0867696108702749,4,4,0,0,0,0.360913515090942
上,0,0.341861377045859,3,2,19,0,1,0.580479443073273
上,0,0.302514976553497,3,2,19,0,1,0.580479443073273
上,0,0.242665119749824,3,2,19,0,1,0.580479443073273
一方向,0,0.323394924169765,1,6,0,0,0,0.401311099529266
一定期日,0,0.396503821686598,1,8,0,0,0,0.478139489889145
リザルトタイム,0,0.530261017179152,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.368762465961528,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.348610417026554,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.334065778706955,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.313073071817152,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.24050502413752,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.234572630387279,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.230841183152149,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.21500130842611,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.188052521487647,11,8.4,0,1,1,0.913403749465942
リザルトタイム,0,0.120277816553097,11,8.4,0,1,1,0.913403749465942
リクエスト,0,0.305771992694969,2,6,0,0,0,0.412662833929062
リクエスト,0,0.26215497093359,2,6,0,0,0,0.412662833929062
モデル,0,0.493796828941085,1,3.6,0,0,0,0.315395444631577
マイナス,0,0.502024993403464,1,4.8,0,0,0,0.357206463813782
ボーナス数字,0,0.489437736834382,3,8.8,0,0,1,0.532847464084625
ボーナス数字,0,0.433752723401566,3,8.8,0,0,1,0.532847464084625
ボーナス数字,0,0.329686949941686,3,8.8,0,0,1,0.532847464084625
ボーナスブロック,0,0.665621061517567,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.470266845758965,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.45160078879851,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.341379758384414,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.309586600701847,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.267803277177091,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.245877995271973,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.229368352710538,9,9.6,0,0,1,0.631534337997437
ボーナスブロック,0,0.215946669750511,9,9.6,0,0,1,0.631534337997437
ボーナスタイム,0,0.429139102082932,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.379350167213654,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.361381972143294,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.361138263873258,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.361138263873258,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.361138263873258,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.359668550799971,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.356739553459736,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.334639741495939,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.306448821861403,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.249594353924747,12,8.4,0,0,1,0.62067437171936
ボーナスタイム,0,0.226412733211857,12,8.4,0,0,1,0.62067437171936
ボーナスサークル,0,0.554880283900029,3,9.6,4,0,1,0.627366960048676
ボーナスサークル,0,0.494751944522275,3,9.6,4,0,1,0.627366960048676
ボーナスサークル,0,0.354952318134482,3,9.6,4,0,1,0.627366960048676
ボーナスエリア内,0,0.345675754677301,1,10.4,0,0,1,0.571386635303497
ボーナス,0,0.696820723680518,1,4.8,32,0,1,0.821615755558014
プラットフォーム,0,0.339358089440674,1,9.6,0,0,1,0.54053783416748
プライマリークラス,0,0.476090438471842,3,10.8,1,1,1,0.918393909931183
プライマリークラス,0,0.430662898279273,3,10.8,1,1,1,0.918393909931183
プライマリークラス,0,0.155373541628777,3,10.8,1,1,1,0.918393909931183
ブロックビンゴ2020エリア,0,0.461728013699934,1,16,0,0,1,0.761792421340942
ブロックビンゴ2020,0,0.540966593845966,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.539875646113307,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.419991220004756,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.28483706107818,4,12.4,1,0,1,0.691516399383545
ブロックサークル番号8,0,0.269857235650446,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号8,0,0.192568909166803,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号6,0,0.269857235650446,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号6,0,0.192568909166803,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号3,0,0.207673621833066,1,14.6,0,0,1,0.71986186504364
ブロックサークル番号,0,0.474264588347896,4,13.6,5,0,1,0.778867423534393
ブロックサークル番号,0,0.458756611969765,4,13.6,5,0,1,0.778867423534393
ブロックサークル番号,0,0.39131047495506,4,13.6,5,0,1,0.778867423534393
ブロックサークル番号,0,0.193047989890064,4,13.6,5,0,1,0.778867423534393
ブロックサークル内,0,0.354417971035925,1,11.6,0,0,1,0.616570174694061
ブロックサークル,0,0.537313079264453,6,9.6,10,0,1,0.742419421672821
ブロックサークル,0,0.532455670290011,6,9.6,10,0,1,0.742419421672821
ブロックサークル,0,0.30085617097447,6,9.6,10,0,1,0.742419421672821
ブロックサークル,0,0.29583891355649,6,9.6,10,0,1,0.742419421672821
ブロックサークル,0,0.219184806323309,6,9.6,10,0,1,0.742419421672821
ブロックサークル,0,0.16046500822906,6,9.6,10,0,1,0.742419421672821
ブロック,0,0.444964405687642,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.435325789888558,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.378405467821108,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.352561992173856,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.347416177180192,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.316555769547483,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.316307736713942,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.31624110216591,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.299846601855939,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.277930126499215,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.272612130795683,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.225038956295282,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.22395300186744,14,4.8,56,0,1,0.976453423500061
ブロック,0,0.220735982030198,14,4.8,56,0,1,0.976453423500061
フルビンゴ,0,0.346451539021566,1,6,0,1,1,0.819141447544098
フォルダ以外,0,0.169679044720337,1,8.8,0,0,1,0.509375214576721
ビンゴ,0,0.321253100705158,2,3.6,9,1,1,0.855371713638306
ビンゴ,0,0.299873461192445,2,3.6,9,1,1,0.855371713638306
パーツ,0,0.357548620834533,1,3.6,0,0,0,0.315395444631577
パターン２,0,0.329756124458667,1,5.8,0,0,0,0.393826454877853
パターン1,0,0.329756124458667,1,5.8,0,0,0,0.393826454877853
パターン,0,0.329756124458667,1,4.8,3,0,0,0.403899490833282
ナンバー黒ブロック,0,0.343835678532875,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.337685870343764,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.337281201926636,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.311014526513903,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.304551625091858,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.22261309714562,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.173570731278074,7,11.6,0,0,1,0.680753767490387
ナンバーボーナスサークル,0,0.250580330491209,2,14.4,0,0,1,0.72303432226181
ナンバーボーナスサークル,0,0.214216938724965,2,14.4,0,0,1,0.72303432226181
トリプルビンゴ,0,0.346451539021566,1,8.4,0,1,1,0.868247389793396
チーム,0,0.410834946284818,1,3.6,15,0,1,0.553869664669037
ダブルビンゴ,0,0.346451539021566,1,7.2,0,1,1,0.845279335975647
ターン終了,0,0.169820942343798,1,7.6,0,0,0,0.462570309638977
ターン毎,0,0.352414274889362,1,5.6,0,0,0,0.386391341686249
ターン中,0,0.422896112199837,3,5.6,0,0,0,0.408919841051102
ターン中,0,0.29612224518984,3,5.6,0,0,0,0.408919841051102
ターン中,0,0.148705783577802,3,5.6,0,0,0,0.408919841051102
タッチセンサ,0,0.487770635800842,3,7.2,0,1,1,0.85718697309494
タッチセンサ,0,0.365049330277471,3,7.2,0,1,1,0.85718697309494
タッチセンサ,0,0.195261692405604,3,7.2,0,1,1,0.85718697309494
タイム,0,0.476361633019313,2,3.6,28,0,1,0.754454016685486
タイム,0,0.465511240671123,2,3.6,28,0,1,0.754454016685486
タイミング,0,0.439750429552438,1,6,0,0,0,0.401311099529266
タイトル,0,0.177435474396914,1,4.8,0,0,0,0.357206463813782
ソースコード,0,0.246898414470542,1,7.2,0,0,0,0.447073817253113
ソフトウェア,0,0.472013367829527,2,7.2,4,0,1,0.524702787399292
ソフトウェア,0,0.228940767392324,2,7.2,4,0,1,0.524702787399292
スラローム板,0,0.495348028908728,5,8,0,0,1,0.525141417980194
スラローム板,0,0.369389588904886,5,8,0,0,1,0.525141417980194
スラローム板,0,0.313466201659582,5,8,0,0,1,0.525141417980194
スラローム板,0,0.275224688640691,5,8,0,0,1,0.525141417980194
スラローム板,0,0.222509234651099,5,8,0,0,1,0.525141417980194
スラローム,0,0.496161259242255,7,6,5,0,1,0.552965939044952
スラローム,0,0.491334825200336,7,6,5,0,1,0.552965939044952
スラローム,0,0.416416813172743,7,6,5,0,1,0.552965939044952
スラローム,0,0.403513549440477,7,6,5,0,1,0.552965939044952
スラローム,0,0.313151998216928,7,6,5,0,1,0.552965939044952
スラローム,0,0.257535800547617,7,6,5,0,1,0.552965939044952
スラローム,0,0.231755827946884,7,6,5,0,1,0.552965939044952
スポンサー看板,0,0.362943602131451,1,10,0,0,1,0.556016206741333
スタート準備走行,0,0.601190828656476,1,12.8,0,0,1,0.659826219081879
スタート準備3,0,0.390403249988605,1,9.8,0,0,1,0.548288702964783
スタート準備,0,0.352414274889362,1,8.8,2,0,1,0.542319238185883
スタート時,0,0.25888938051225,1,6.8,0,0,0,0.431679457426071
スタート成立後,0,0.620932533872741,1,10.8,0,0,1,0.586620628833771
スタート後,0,0.307897061603002,1,6.8,0,0,0,0.431679457426071
スタート位置,0,0.529344152820986,1,8.8,0,0,1,0.509375214576721
スタートライン手前,0,0.448635962227177,1,12.4,0,0,1,0.64566045999527
スタートライン,0,0.559007968927845,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.442338181915592,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.244062408882229,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.232332531184604,4,8.4,1,0,1,0.545425295829773
スタートエリア,0,0.526222030622926,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.427144674253302,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.367470570829224,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.319368293393725,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.314014545804377,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.311442966273572,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.30855256978911,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.285319044810355,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.237954836170625,10,8.4,0,0,1,0.598288118839264
スタートエリア,0,0.235779306484324,10,8.4,0,0,1,0.598288118839264
シングルビンゴ,0,0.346451539021566,1,8.4,0,1,1,0.868247389793396
シミュレーション動作,0,0.395582960796304,1,13.6,0,0,1,0.687299191951752
サンプル,0,0.415998908184364,1,4.8,0,0,0,0.357206463813782
ゴールゲート,0,0.468018107911412,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.29545917131444,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.257289375391823,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.186335989642615,4,7.2,0,0,0,0.482160180807114
ゴール,0,0.467978553685103,3,3.6,4,0,0,0.397334307432175
ゴール,0,0.365049330277471,3,3.6,4,0,0,0.397334307432175
ゴール,0,0.240774722611233,3,3.6,4,0,0,0.397334307432175
コース画像,0,0.415998908184364,1,7.6,0,0,0,0.462570309638977
コース外,0,0.177246275233756,1,5.6,0,0,0,0.386391341686249
コース以外,0,0.338169488214891,1,7.6,0,0,0,0.462570309638977
コース上,0,0.477411330493643,6,5.6,0,0,0,0.443413138389587
コース上,0,0.424355856691693,6,5.6,0,0,0,0.443413138389587
コース上,0,0.424355856691693,6,5.6,0,0,0,0.443413138389587
コース上,0,0.424355856691693,6,5.6,0,0,0,0.443413138389587
コース上,0,0.306472882095378,6,5.6,0,0,0,0.443413138389587
コース上,0,0.281382009762645,6,5.6,0,0,0,0.443413138389587
コース,0,0.398711612844122,19,3.6,23,0,1,0.830854594707489
コース,0,0.342278225442729,19,3.6,23,0,1,0.830854594707489
コース,0,0.333717162787567,19,3.6,23,0,1,0.830854594707489
コース,0,0.323254864232716,19,3.6,23,0,1,0.830854594707489
コース,0,0.288674546869952,19,3.6,23,0,1,0.830854594707489
コース,0,0.24245213927218,19,3.6,23,0,1,0.830854594707489
コース,0,0.241242580249603,19,3.6,23,0,1,0.830854594707489
コース,0,0.239730018629703,19,3.6,23,0,1,0.830854594707489
コース,0,0.220557456343742,19,3.6,23,0,1,0.830854594707489
コース,0,0.199669863328077,19,3.6,23,0,1,0.830854594707489
コース,0,0.195937026151627,19,3.6,23,0,1,0.830854594707489
コース,0,0.183337772621333,19,3.6,23,0,1,0.830854594707489
コース,0,0.181641388432582,19,3.6,23,0,1,0.830854594707489
コース,0,0.181055112950149,19,3.6,23,0,1,0.830854594707489
コース,0,0.178198241636012,19,3.6,23,0,1,0.830854594707489
コース,0,0.171432134393878,19,3.6,23,0,1,0.830854594707489
コース,0,0.164592338810008,19,3.6,23,0,1,0.830854594707489
コース,0,0.164370546741907,19,3.6,23,0,1,0.830854594707489
コース,0,0.130884459286983,19,3.6,23,0,1,0.830854594707489
コンピュータ,0,0.169679044720337,1,7.2,0,0,0,0.447073817253113
ゲーム,0,0.340863255655421,1,3.6,0,0,0,0.315395444631577
ゲートライン,0,0.590918342628879,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.345171302676909,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.257289375391823,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.234009053955706,4,7.2,0,0,0,0.482160180807114
ケース,0,0.46956413463119,1,3.6,0,0,0,0.315395444631577
クラス別,0,0.475188903914239,1,5.6,0,0,0,0.386391341686249
クラス,0,0.468218879734469,5,3.6,14,0,1,0.583796381950378
クラス,0,0.434769532621028,5,3.6,14,0,1,0.583796381950378
クラス,0,0.42279983924438,5,3.6,14,0,1,0.583796381950378
クラス,0,0.334660893837666,5,3.6,14,0,1,0.583796381950378
クラス,0,0.321704459423499,5,3.6,14,0,1,0.583796381950378
ガレージ方向,0,0.345469941756155,1,8.8,0,0,1,0.509375214576721
ガレージ,0,0.481077626644937,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.449754253508405,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.425397552696552,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.362379185931077,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.317553347770796,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.309586600701847,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.292345936349545,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.235566794997864,9,4.8,2,0,0,0.480251431465149
ガレージ,0,0.126074676150153,9,4.8,2,0,0,0.480251431465149
カラーブロック有効移動,0,0.328640110713534,2,16.4,0,0,1,0.781096935272217
カラーブロック有効移動,0,0.299873461192445,2,16.4,0,0,1,0.781096935272217
カラーブロック,0,0.552055169920282,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.542848767779866,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.48851400419158,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.303662880833328,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.294444807620949,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.252096304202836,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.222174927617536,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.210753083779242,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.207004591199067,9,8.4,2,0,1,0.618568778038025
カラーサークル,0,0.323394924169765,1,8.4,0,0,0,0.493751227855682
オレンジ範囲,0,0.206977511290914,1,8.8,0,0,1,0.509375214576721
エントリークラス固有,0,0.505620742173737,1,13.6,0,0,1,0.687299191951752
エントリークラス,0,0.482251997007725,3,9.6,1,0,1,0.579975068569183
エントリークラス,0,0.476090438471842,3,9.6,1,0,1,0.579975068569183
エントリークラス,0,0.155373541628777,3,9.6,1,0,1,0.579975068569183
エリア区切り線,0,0.613053605620421,2,10.7,0,0,1,0.594216525554657
エリア区切り線,0,0.34911617978387,2,10.7,0,0,1,0.594216525554657
エリア下端線,0,0.479940083619748,1,9.6,0,0,1,0.54053783416748
エリア上端線,0,0.479940083619748,1,9.6,0,0,1,0.54053783416748
エリア,0,0.425501897770769,2,3.6,16,0,1,0.581624150276184
エリア,0,0.336545647610963,2,3.6,16,0,1,0.581624150276184
アドバンストクラス難所,0,0.502601641990049,1,14.8,0,0,1,0.726120412349701
アドバンストクラス固有,0,0.505620742173737,1,14.8,0,0,1,0.726120412349701
アドバンストクラス,0,0.497860313941622,3,10.8,2,1,1,0.923212051391602
アドバンストクラス,0,0.476090438471842,3,10.8,2,1,1,0.923212051391602
アドバンストクラス,0,0.155373541628777,3,10.8,2,1,1,0.923212051391602
アクティビティ,0,0.641823837435805,1,8.4,0,1,1,0.868247389793396
もの,0,0.365049330277471,3,2.2,1,0,0,0.302883058786392
もの,0,0.360785879599256,3,2.2,1,0,0,0.302883058786392
もの,0,0.29612224518984,3,2.2,1,0,0,0.302883058786392
まで,0,0.523697929090098,3,2.2,0,0,0,0.289113134145737
まで,0,0.300155776149363,3,2.2,0,0,0,0.289113134145737
まで,0,0.148705783577802,3,2.2,0,0,0,0.289113134145737
または,0,0.444521991851991,1,3.3,0,0,0,0.305362552404404
のみ,0,0.342775751751108,1,2.2,0,0,0,0.270168215036392
うち1,0,0.495238160293356,1,3.2,0,0,0,0.302058279514313
rコース,0,0.701378582295728,6,5,0,0.5,1,0.65344113111496
rコース,0,0.425621159365219,6,5,0,0.5,1,0.65344113111496
rコース,0,0.263731530712495,6,5,0,0.5,1,0.65344113111496
rコース,0,0.258801057750593,6,5,0,0.5,1,0.65344113111496
rコース,0,0.249341502448075,6,5,0,0.5,1,0.65344113111496
rコース,0,0.225624582743351,6,5,0,0.5,1,0.65344113111496
lコース,0,0.713759689158829,5,5,1,0.5,1,0.657742857933044
lコース,0,0.455702789819221,5,5,1,0.5,1,0.657742857933044
lコース,0,0.268031700715268,5,5,1,0.5,1,0.657742857933044
lコース,0,0.25823475197873,5,5,1,0.5,1,0.657742857933044
lコース,0,0.233671922215064,5,5,1,0.5,1,0.657742857933044
goal,0,0.307897061603002,1,5.6,0,1,1,0.809696614742279
gate2,0,0.307897061603002,1,6.6,0,0,0,0.424029588699341
gate1,0,0.307897061603002,1,6.6,0,0,0,0.424029588699341
ev3rt,0,0.169679044720337,1,6.6,0,0.333333333333333,1,0.581904351711273
etロボコンキャラクターロゴ,0,0.282717872427489,1,17.2,0,0.5,1,0.909315824508667
etロボコン2020ロゴ,0,0.282717872427489,1,14,0,0.25,1,0.790453493595123
etrobo開発環境,0,0.567625021880419,1,16.4,0,0.333333333333333,1,0.865516185760498
api,0,0.169679044720337,1,4.2,0,1,1,0.773693382740021
8個,0,0.42691455729267,1,3,0,0,0,0.295511066913605
6章,0,0.475188903914239,1,3,0,0,0,0.295511066913605
6個,0,0.291024287086987,1,3,0,0,0,0.295511066913605
60fps,0,0.434541506751016,1,6.2,0,0.5,1,0.642566025257111
5種類,0,0.314577019521089,1,5,0,0,0,0.364413499832153
4章,0,0.475188903914239,1,3,0,0,0,0.295511066913605
45,0,0.350713654478786,1,2,0,0,0,0.26405069231987
3章,0,0.526571702026492,1,3,0,0,0,0.295511066913605
3時,0,0.390403249988605,1,3,0,0,0,0.295511066913605
2章,0,0.521279617306444,1,3,1,0,0,0.309453070163727
26,0,0.103836810916533,1,2,0,0,0,0.26405069231987
1章,0,0.25888938051225,1,3,0,0,0,0.295511066913605
1回,0,0.456486989798105,2,3,0,0,0,0.30539670586586
1回,0,0.315434874013222,2,3,0,0,0,0.30539670586586
1チーム当たりlコース,0,0.340176942488885,1,13.8,0,0,1,0.693975985050201
1つ奥側,0,0.376500141221857,1,6.1,0,0,0,0.405070960521698
14,0,0.103836810916533,1,2,0,0,0,0.26405069231987
12章,0,0.443548680582757,1,4,0,0,0,0.32904389500618
120秒経過後,0,0.177246275233756,1,11,0,0,1,0.594177722930908
120秒,0,0.636216450260885,3,5,1,0,0,0.402250707149506
120秒,0,0.414041343510885,3,5,1,0,0,0.402250707149506
120秒,0,0.155207867069318,3,5,1,0,0,0.402250707149506
12,0,0.25888938051225,1,2,5,0,0,0.333015918731689
11,0,0.280037603541674,1,2,0,0,0,0.26405069231987
10個,0,0.296294230011814,1,4,0,0,0,0.32904389500618
10,0,0.240059595244057,2,2,1,0,0,0.286612391471863
10,0,0.125290165245605,2,2,1,0,0,0.286612391471863
0版,0,0.350845893171428,3,3,0,0,0,0.315464973449707
0版,0,0.245218349934775,3,3,0,0,0,0.315464973449707
0版,0,0.0909259724887346,3,3,0,0,0,0.315464973449707
