単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,"Scored Probabilities for Class ""0""","Scored Probabilities for Class ""1""","Scored Probabilities for Class ""2""",Scored Labels
ブロック,0,0.2509933762844134,7,2.0,49,0.0,0.0564886033535004,0.0566958524286747,0.886815428733826,2.0
ブロック,0,0.24868401119843964,7,2.0,49,0.0,0.0564906261861324,0.056695744395255994,0.886813759803772,2.0
フルビンゴ,0,0.3461894157522429,1,2.5,0,1.0,0.40318229794502297,0.557763934135437,0.0390537828207016,1.0
ビンゴ,0,0.31755446848802943,2,1.5,11,1.0,0.443140655755997,0.460252463817596,0.0966068878769875,1.0
ビンゴ,0,0.30861610573158793,2,1.5,11,1.0,0.44317659735679604,0.460222721099854,0.09660066664218901,1.0
ナンバー黒ブロック,0,0.3497635647007332,7,4.2,0,0.0,0.25115704536438,0.578651785850525,0.17019113898277302,1.0
ナンバー黒ブロック,0,0.3365540544897002,7,4.2,0,0.0,0.25119754672050504,0.5786205530166629,0.170181944966316,1.0
ナンバー黒ブロック,0,0.3157867277539202,7,4.2,0,0.0,0.251261204481125,0.578571319580078,0.170167475938797,1.0
ナンバー黒ブロック,0,0.30364657150888336,7,4.2,0,0.0,0.251298427581787,0.5785425305366519,0.170158997178078,1.0
ナンバー黒ブロック,0,0.300488840239933,7,4.2,0,0.0,0.25130811333656305,0.578535079956055,0.17015680670738198,1.0
ナンバー黒ブロック,0,0.2106986740407959,7,4.2,0,0.0,0.251583606004715,0.578322231769562,0.170094206929207,1.0
ナンバー黒ブロック,0,0.1583960444909757,7,4.2,0,0.0,0.25174412131309504,0.5781981348991391,0.170057713985443,1.0
ナンバーボーナスサークル,0,0.2589067191803029,2,5.1,0,0.0,0.269974082708359,0.6614753007888791,0.0685505941510201,1.0
ナンバーボーナスサークル,0,0.2025865136884777,2,5.1,0,0.0,0.270155042409897,0.6613113284111021,0.0685335993766785,1.0
トリプルビンゴ,0,0.3461894157522429,1,3.5,0,1.0,0.340555548667908,0.6159435510635379,0.0435009151697159,1.0
チーム,0,0.4353307501666342,1,1.2,5,0.0,0.5227931737899779,0.425297409296036,0.0519094429910183,0.0
ダブルビンゴ,0,0.3461894157522429,1,3.0,0,1.0,0.37132874131202703,0.587366998195648,0.0413042455911636,1.0
ターン毎,0,0.34674453101221075,1,1.7,0,0.0,0.492741078138351,0.46900597214698797,0.0382530055940151,0.0
タッチセンサ押下操作,0,0.5619369760151248,2,5.0,1,0.0,0.273715674877167,0.652937352657318,0.0733470022678375,1.0
タッチセンサ押下操作,0,0.4289269272052257,2,5.0,1,0.0,0.274146854877472,0.652549684047699,0.0733034610748291,1.0
タイム,0,0.5600261332726177,2,1.5,20,0.0,0.437296658754349,0.372012585401535,0.19069075584411602,0.0
タイム,0,0.468107053910257,2,1.5,20,0.0,0.4376653432846071,0.371768832206726,0.190565824508667,0.0
タイミング,0,0.4272045638979855,1,2.5,0,0.0,0.43898186087608293,0.51844048500061,0.0425776652991772,1.0
スポンサー看板,0,0.3558665911590496,1,3.2,0,0.0,0.39359804987907393,0.560122609138489,0.0462793558835983,1.0
スタート準備走行,0,0.5932433350196217,1,3.7,0,0.0,0.36113840341568,0.589910447597504,0.0489511229097843,1.0
スタート準備,0,0.34674453101221075,1,2.7,1,0.0,0.42573794722557107,0.5272074937820429,0.0470545031130314,1.0
スタート位置,0,0.5340147756333676,1,2.7,0,0.0,0.42536848783493,0.530951082706451,0.0436803698539734,1.0
スタートライン手前,0,0.4413907817577392,1,4.2,0,0.0,0.33130303025245694,0.617255449295044,0.05144152790308001,1.0
スタートライン,0,0.5273542000781077,4,3.2,1,0.0,0.35130843520164506,0.5551991462707521,0.0934923738241196,1.0
スタートライン,0,0.4341952085774848,4,3.2,1,0.0,0.35165455937385603,0.554902911186218,0.0934424996376038,1.0
スタートライン,0,0.26211316585960354,4,3.2,1,0.0,0.35229429602623,0.5543554425239561,0.0933502912521362,1.0
スタートライン,0,0.25695422078129593,4,3.2,1,0.0,0.352313458919525,0.554338991641998,0.09334750473499302,1.0
スタートエリア,0,0.5349850241659428,6,3.2,0,0.0,0.321670711040497,0.5486690402030939,0.12966026365757002,1.0
スタートエリア,0,0.4304512469643195,6,3.2,0,0.0,0.322042554616928,0.548368215560913,0.129589185118675,1.0
スタートエリア,0,0.39754034367761054,6,3.2,0,0.0,0.322159707546234,0.548273503780365,0.12956681847572302,1.0
スタートエリア,0,0.33709396503356104,6,3.2,0,0.0,0.322374880313873,0.548099458217621,0.129525676369667,1.0
スタートエリア,0,0.329209731230066,6,3.2,0,0.0,0.322402954101563,0.548076748847961,0.129520297050476,1.0
スタートエリア,0,0.3285876179511776,6,3.2,0,0.0,0.32240518927574197,0.548074960708618,0.12951986491680098,1.0
シングルビンゴ,0,0.3461894157522429,1,3.5,0,1.0,0.340555548667908,0.6159435510635379,0.0435009151697159,1.0
サンプル,0,0.39933817297845614,1,2.0,0,0.0,0.472403198480606,0.487714797258377,0.039881955832243,1.0
ゴールゲート,0,0.442934657077231,4,2.4,0,0.0,0.403688907623291,0.5166668295860289,0.0796442702412605,1.0
ゴールゲート,0,0.2888935987512953,4,2.4,0,0.0,0.40429341793060297,0.516143023967743,0.0795635133981705,1.0
ゴールゲート,0,0.24786574830693736,4,2.4,0,0.0,0.4044545292854311,0.516003489494324,0.0795420035719872,1.0
ゴールゲート,0,0.17578473335936926,4,2.4,0,0.0,0.404737502336502,0.5157582759857179,0.0795041993260384,1.0
ゴール,0,0.5385435354875058,3,1.2,4,0.0,0.492608517408371,0.433191657066345,0.0741998106241226,0.0
ゴール,0,0.40148460988183854,3,1.2,4,0.0,0.49316686391830394,0.43271490931510903,0.0741181671619415,0.0
ゴール,0,0.254839048436148,3,1.2,4,0.0,0.49376434087753296,0.432204842567444,0.0740307942032814,0.0
コース画像,0,0.39933817297845614,1,2.2,0,0.0,0.459033071994781,0.500009059906006,0.0409578643739223,1.0
コース外,0,0.1816218081146215,1,1.7,0,0.0,0.49341374635696394,0.4683839380741121,0.0382022671401501,0.0
コース,0,0.34002189810398603,9,1.2,16,0.0,0.27256608009338396,0.2790187895298,0.44841510057449296,2.0
コース,0,0.2573455305503776,9,1.2,16,0.0,0.272833377122879,0.278916299343109,0.448250323534012,2.0
コース,0,0.2571684481840046,9,1.2,16,0.0,0.272833943367004,0.27891609072685203,0.448249995708466,2.0
コース,0,0.25346929476951074,9,1.2,16,0.0,0.27284589409828197,0.278911501169205,0.448242634534836,2.0
コース,0,0.2364909649039503,9,1.2,16,0.0,0.27290078997612,0.278890430927277,0.448208749294281,2.0
コース,0,0.23222473337336336,9,1.2,16,0.0,0.272914618253708,0.278885126113892,0.448200255632401,2.0
コース,0,0.21652924703640555,9,1.2,16,0.0,0.27296537160873396,0.27886563539505,0.44816893339157104,2.0
コース,0,0.18295209908424248,9,1.2,16,0.0,0.273074001073837,0.27882400155067405,0.448101997375488,2.0
コース,0,0.14521413233849953,9,1.2,16,0.0,0.273196130990982,0.27877715229988104,0.44802674651145896,2.0
ゲーム,0,0.33757456278668524,1,1.2,0,0.0,0.5263383984565729,0.43808433413505604,0.0355772599577904,0.0
ゲートライン,0,0.5777871975025907,4,2.7,0,0.0,0.383889675140381,0.533637046813965,0.0824732556939125,1.0
ゲートライン,0,0.31130776574204555,4,2.7,0,0.0,0.3849174976348879,0.5327468514442439,0.0823356881737709,1.0
ゲートライン,0,0.24786574830693736,4,2.7,0,0.0,0.385162353515625,0.532534778118134,0.08230291306972501,1.0
ゲートライン,0,0.2214673285386155,4,2.7,0,0.0,0.385264188051224,0.5324465036392211,0.0822892561554909,1.0
クラス,0,0.5088940839249654,1,1.5,3,0.0,0.504023611545563,0.44926685094833396,0.0467095784842968,0.0
ガレージ方向,0,0.3653442010449546,1,2.7,0,0.0,0.426040649414063,0.5303301215171811,0.0436292849481106,1.0
ガレージ,0,0.1816218081146215,1,1.7,1,0.0,0.493041336536407,0.465746611356735,0.0412120968103409,0.0
カラーブロック有効移動,0,0.3122909671171093,2,5.2,0,0.0,0.264539152383804,0.666345953941345,0.0691149160265923,1.0
カラーブロック有効移動,0,0.30861610573158793,2,5.2,0,0.0,0.26455080509185797,0.66633540391922,0.0691138282418251,1.0
カラーブロック,0,0.5583246949266792,9,3.2,2,0.0,0.258866548538208,0.486779063940048,0.254354417324066,1.0
カラーブロック,0,0.5290389778983866,9,3.2,2,0.0,0.258958131074905,0.486718893051147,0.254322975873947,1.0
カラーブロック,0,0.4820568971520636,9,3.2,2,0.0,0.259105086326599,0.48662233352661105,0.254272520542145,1.0
カラーブロック,0,0.28997273803451706,9,3.2,2,0.0,0.25970658659935003,0.486227333545685,0.25406613945961,1.0
カラーブロック,0,0.28141651875358564,9,3.2,2,0.0,0.259733378887177,0.48620972037315396,0.254056930541992,1.0
カラーブロック,0,0.2573455305503776,9,3.2,2,0.0,0.259808868169785,0.48616015911102295,0.254031032323837,1.0
カラーブロック,0,0.22867277537475625,9,3.2,2,0.0,0.25989872217178306,0.486101120710373,0.254000157117844,1.0
カラーブロック,0,0.1973254224922709,9,3.2,2,0.0,0.259997010231018,0.486036568880081,0.25396645069122303,1.0
カラーブロック,0,0.18922089960423727,9,3.2,2,0.0,0.26002243161201505,0.486019879579544,0.25395771861076394,1.0
カラーサークル,0,0.3364450509660465,1,2.9,0,0.0,0.413069635629654,0.542244017124176,0.0446864180266857,1.0
オレンジ範囲,0,0.20948846184618009,1,3.0,0,0.0,0.407070398330688,0.547750413417816,0.0451791398227215,1.0
エリア,0,0.440510990107861,2,1.5,8,0.0,0.482164084911346,0.43413287401199296,0.0837031006813049,0.0
エリア,0,0.3264311994131979,2,1.5,8,0.0,0.48262831568718,0.43374359607696505,0.0836280435323715,0.0
アドバンストクラス難所,0,0.4704174805832757,1,5.5,0,0.0,0.258826553821564,0.6835637092590329,0.057609748095274,1.0
アドバンストクラス,0,0.4643568401435998,2,4.5,1,1.0,0.272025585174561,0.664597988128662,0.0633763745427132,1.0
アドバンストクラス,0,0.4563631381081597,2,4.5,1,1.0,0.272051393985748,0.6645745038986209,0.0633741393685341,1.0
アクティビティ,0,0.6199358280461919,1,3.5,0,1.0,0.339554250240326,0.616878807544708,0.0435669682919979,1.0
なお置か,0,0.3514484156985262,2,0.8,0,0.0,0.539838075637817,0.418381959199905,0.041779987514019,0.0
なお置か,0,0.3461547666456513,2,0.8,0,0.0,0.5398594737052921,0.418362468481064,0.0417780466377735,0.0
なお,0,0.6387269475518995,1,0.2,2,0.0,0.5904675126075739,0.374082744121552,0.0354497618973255,0.0
うち1,0,0.4978487915831401,1,0.2,0,0.0,0.591824769973755,0.377760320901871,0.0304148998111486,0.0
rコース,0,0.7026671176897028,5,1.6,0,0.5,0.42244836688041704,0.491776823997498,0.0857747718691826,1.0
rコース,0,0.2731817376892912,5,1.6,0,0.5,0.42415726184845,0.490321755409241,0.0855209678411484,1.0
rコース,0,0.26825361477608,5,1.6,0,0.5,0.424176871776581,0.49030503630638106,0.085518054664135,1.0
rコース,0,0.2185778817470291,5,1.6,0,0.5,0.42437469959259005,0.49013668298721297,0.0854886993765831,1.0
rコース,0,0.07526900012392104,5,1.6,0,0.5,0.42494535446167,0.489650726318359,0.0854039341211319,1.0
lコース,0,0.7191284617547945,4,1.6,1,0.5,0.436749190092087,0.48835819959640503,0.0748926624655724,1.0
lコース,0,0.28111287915373634,4,1.6,1,0.5,0.438506215810776,0.486834764480591,0.074659027159214,1.0
lコース,0,0.2290558422056025,4,1.6,1,0.5,0.438715130090714,0.486653596162796,0.0746312662959099,1.0
lコース,0,0.07887716761438819,4,1.6,1,0.5,0.439318001270294,0.48613095283508295,0.0745510905981064,1.0
goal,0,0.3048489926984184,1,1.6,0,1.0,0.46261590719223,0.5024736523628229,0.0349104851484299,1.0
gate2,0,0.3048489926984184,1,1.6,0,0.0,0.499628275632858,0.462668180465698,0.0377035588026047,0.0
gate1,0,0.3048489926984184,1,1.6,0,0.0,0.499628275632858,0.462668180465698,0.0377035588026047,0.0
etロボコンキャラクターロゴ,0,0.28023589471252386,1,6.5,0,0.5,0.19918335974216503,0.7425335049629208,0.0582831054925919,1.0
etロボコン2020ロゴ,0,0.28023589471252386,1,3.8,0,0.25,0.34772214293479903,0.604069650173187,0.0482081584632397,1.0
etロボコン2020シミュレータ,0,0.4399455066892365,4,5.5,0,0.25,0.22113026678562198,0.676021814346313,0.10284794121980699,1.0
etロボコン2020シミュレータ,0,0.3948792367021149,4,5.5,0,0.25,0.22125680744648002,0.6759119629859921,0.102831214666367,1.0
etロボコン2020シミュレータ,0,0.301213384560675,4,5.5,0,0.25,0.221519961953163,0.6756836175918579,0.10279648005962401,1.0
etロボコン2020シミュレータ,0,0.1476725410135272,4,5.5,0,0.25,0.221951827406883,0.675308763980865,0.102739468216896,1.0
45,0,0.34996451974334386,1,0.0,0,0.0,0.6053144931793211,0.36532270908355696,0.0293628256767988,0.0
26,0,0.09701068121915074,1,0.0,0,0.0,0.6062990427017211,0.36441138386726396,0.0292895771563053,0.0
14,0,0.09701068121915074,1,0.0,0,0.0,0.6062990427017211,0.36441138386726396,0.0292895771563053,0.0
11,0,0.2723816924353845,1,0.0,0,0.0,0.605616569519043,0.365043133497238,0.0293403547257185,0.0
10,0,0.14112660148370396,1,0.0,1,0.0,0.6057921051979059,0.362590581178665,0.0316173546016216,0.0
