判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
0,0.340349507853831,12,3.7,34,0,0.0329995602369308,0.0672797039151192,0.899720668792725,2
0,0.326203223820826,12,3.7,34,0,0.0330069176852703,0.067279189825058,0.899713814258575,2
0,0.325619645899335,12,3.7,34,0,0.0330072231590748,0.0672791749238968,0.899713575839996,2
0,0.312849586676906,12,3.7,34,0,0.0330138653516769,0.0672787129878998,0.89970737695694,2
0,0.311035101340609,12,3.7,34,0,0.0330148115754128,0.0672786459326744,0.899706542491913,2
0,0.250478858304731,12,3.7,34,0,0.0330463349819183,0.0672764480113983,0.899677097797394,2
0,0.244178716560723,12,3.7,34,0,0.0330496206879616,0.0672762244939804,0.899674117565155,2
0,0.22713169650601,12,3.7,34,0,0.0330585017800331,0.0672756135463715,0.899665951728821,2
0,0.215885586920012,12,3.7,34,0,0.0330643579363823,0.067275196313858,0.899660408496857,2
0,0.2075081215579,12,3.7,34,0,0.0330687239766121,0.0672748908400536,0.899656295776367,2
0,0.363321403951904,1,3.5,0,0,0.37450435757637,0.577644944190979,0.0478507354855537,1
0,0.386412540805314,1,3.5,0,0,0.374416202306747,0.577726364135742,0.047857478260994,1
0,0.470707511053835,1,3.2,0,1,0.358410507440567,0.599368512630463,0.0422209464013577,1
0,0.334424728452514,1,0.8,0,1,0.516137540340424,0.452631086111069,0.0312313791364431,0
0,0.470707511053835,1,0,0,0,0.604844212532043,0.365757972002029,0.029397813603282,0
