単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
リザルトタイム確定,0,1,4,4.5,0,13,0.224467918276787,0.755415380001068,0.0201166663318872,1
リザルトタイム確定,0,0.250677780569258,4,4.5,0,13,0.301618933677673,0.671350181102753,0.0270308908075094,1
リザルトタイム確定,0,0.20388788692234,4,4.5,0,13,0.306869089603424,0.6656294465065,0.0275014098733664,1
リザルトタイム確定,0,0.199317821203455,4,4.5,0,13,0.307384312152863,0.665068089962006,0.0275475829839706,1
リザルトタイム,0,0.727812082852358,5,3.5,6,0,0.292661547660828,0.650205969810486,0.0571324303746223,1
リザルトタイム,0,0.621903890056868,5,3.5,6,0,0.30387556552887,0.636802852153778,0.0593215934932232,1
リザルトタイム,0,0.498947310254142,5,3.5,6,0,0.317120343446732,0.620972514152527,0.0619071982800961,1
リザルトタイム,0,0.42355856409479,5,3.5,6,0,0.325351119041443,0.611134886741638,0.0635139793157578,1
リザルトタイム,0,0.207690023100492,5,3.5,6,0,0.349320471286774,0.582486271858215,0.0681931972503662,1
リクエスト,0,0.308466623784345,1,2.5,0,23,0.539691865444183,0.445205003023148,0.015103155747056,0
マイナスタイム,0,0.314134097365052,1,3.5,0,27,0.47962561249733,0.50570160150528,0.0146727934479713,1
ボーナスブロック,0,0.861900100249641,1,3.7,0,8,0.393042504787445,0.594657778739929,0.0122996931895614,1
ボーナスタイム獲得対象成立事項,0,1,1,7.2,0,16.3333333333333,0.205485224723816,0.785719513893127,0.00879525486379862,1
ボーナスタイム獲得判定,0,0.302632932470855,1,5.2,0,26.25,0.381150990724564,0.605256974697113,0.0135919395834208,1
ボーナスタイム獲得,0,0.247757279676884,1,4.2,2,20.3333333333333,0.460893034934998,0.52110880613327,0.0179981458932161,1
ボーナスタイム,0,1,5,3.2,5,28,0.276368349790573,0.67595249414444,0.0476791188120842,1
ボーナスタイム,0,0.651733582518704,5,3.2,5,28,0.313400894403458,0.63253116607666,0.0540679804980755,1
ボーナスタイム,0,0.603863980520354,5,3.2,5,28,0.318654388189316,0.626371324062347,0.0549743175506592,1
ボーナスタイム,0,0.262590776617104,5,3.2,5,28,0.357034981250763,0.581369280815125,0.0615957267582417,1
ボーナスタイム,0,0.240339856318086,5,3.2,5,28,0.359585583209991,0.578378558158875,0.0620357729494572,1
ボーナスサークル設置,0,0.540142244086547,2,4.4,3,14.3333333333333,0.373874098062515,0.603539824485779,0.0225860700011253,1
ボーナスサークル設置,0,0.222348051951616,2,4.4,3,14.3333333333333,0.414063662290573,0.56092232465744,0.0250139571726322,1
ボーナスサークル,0,1,4,3.4,11,19.5,0.335609942674637,0.591423571109772,0.0729664266109467,1
ボーナスサークル,0,1,4,3.4,11,19.5,0.335609942674637,0.591423571109772,0.0729664266109467,1
ボーナスサークル,0,0.199317821203455,4,3.4,11,19.5,0.425463110208511,0.482035130262375,0.0925017669796944,1
ボーナスサークル,0,0.192093588325826,4,3.4,11,19.5,0.426280468702316,0.481040060520172,0.0926794782280922,1
ボーナス,0,0.630465961128988,1,1.7,28,3,0.610428810119629,0.19260835647583,0.196962788701057,0
プライマリークラス難所,0,0.555221607409274,1,5.2,0,0,0.346402317285538,0.641165137290955,0.0124324839562178,1
ブロック移動先,0,0.302632932470855,1,3.5,0,46.6666666666667,0.48372033238411,0.501552760601044,0.0147269414737821,1
ブロック搬入,0,0.630465961128988,1,3,0,6.5,0.464575350284576,0.521769762039185,0.0136549584567547,1
ブロック形状,0,0.248518146176995,1,3,0,14.5,0.516738772392273,0.468102812767029,0.0151584297418594,0
ブロック初期位置,0,0.326232492327975,1,4,0,11.3333333333333,0.446132928133011,0.539535284042358,0.0143317300826311,1
ブロック円柱中心軸,0,0.454164073814145,1,4.5,0,22.5,0.401385962963104,0.585162699222565,0.0134513378143311,1
ブロックビンゴ2020外観,0,1,1,4.5,0,11,0.331590622663498,0.657265663146973,0.0111436946317554,1
ブロックビンゴ2020エリア形状,0,0.571782346756852,1,6,0,40,0.306565225124359,0.681725382804871,0.0117094274610281,1
ブロックビンゴ2020エリア,0,0.617862822769468,2,5,1,48,0.322092533111572,0.660883665084839,0.0170237328857183,1
ブロックビンゴ2020エリア,0,0.279642411504361,2,5,1,48,0.362920492887497,0.617897868156433,0.0191816315054893,1
ブロックビンゴ2020,0,0.774182925002827,5,3.5,4,0,0.27753821015358,0.67718118429184,0.045280572026968,1
ブロックビンゴ2020,0,0.609007564244244,5,3.5,4,0,0.294934153556824,0.656947135925293,0.0481187254190445,1
ブロックビンゴ2020,0,0.411342660694947,5,3.5,4,0,0.3164102435112,0.631967127323151,0.0516225770115852,1
ブロックビンゴ2020,0,0.240339856318086,5,3.5,4,0,0.335498839616776,0.609764277935028,0.0547369010746479,1
ブロックビンゴ2020,0,0.197363899087117,5,3.5,4,0,0.340361773967743,0.604107916355133,0.0555302873253822,1
ブロックサークル色,0,0.499787230972904,1,4.2,0,19.6666666666667,0.412532567977905,0.574001729488373,0.0134656997397542,1
ブロックサークル番号8左上交点サークル,0,0.277350098112615,1,8.4,0,12.4285714285714,0.222420930862427,0.766962289810181,0.0106168556958437,1
ブロックサークル番号8右下交点サークル,0,0.398381783426756,1,8.4,0,11,0.211108669638634,0.778810977935791,0.0100804101675749,1
ブロックサークル番号6左下交点サークル,0,0.398381783426756,1,8.4,0,12.4285714285714,0.211233586072922,0.778683602809906,0.0100828474387527,1
ブロックサークル番号6左上,0,0.277350098112615,1,5.7,0,9.8,0.354306250810623,0.632423877716064,0.0132699878886342,1
ブロックサークル番号6右,0,0.376727800078009,1,5.2,0,10,0.369781315326691,0.616979658603668,0.0132390940561891,1
ブロックサークル番号3左上,0,0.277350098112615,1,5.7,0,9.8,0.354306250810623,0.632423877716064,0.0132699878886342,1
ブロックサークル番号1左上,0,0.277350098112615,1,5.7,0,9.8,0.354306250810623,0.632423877716064,0.0132699878886342,1
ブロックサークル番号,0,1,3,4.7,10,16.3333333333333,0.306378334760666,0.644224226474762,0.0493975132703781,1
ブロックサークル番号,0,0.403578466132247,3,4.7,10,16.3333333333333,0.373922377824783,0.565789937973022,0.0602876730263233,1
ブロックサークル番号,0,0.353372250610548,3,4.7,10,16.3333333333333,0.379792779684067,0.558973014354706,0.0612341612577438,1
ブロックサークル内側,0,0.249893615486452,1,4.7,0,16.3333333333333,0.415565431118011,0.570233464241028,0.0142010906711221,1
ブロックサークル内,0,0.246145426110259,1,4.2,1,19,0.453448623418808,0.530358076095581,0.0161932334303856,1
ブロックサークル,0,1,5,3.7,18,24.5,0.297790259122849,0.529541909694672,0.172667816281319,1
ブロックサークル,0,0.368343339509496,5,3.7,18,24.5,0.352755397558212,0.442706286907196,0.204538255929947,1
ブロックサークル,0,0.334706133980019,5,3.7,18,24.5,0.355650395154953,0.438132733106613,0.206216871738434,1
ブロックサークル,0,0.319376294478959,5,3.7,18,24.5,0.356967568397522,0.436051785945892,0.206980600953102,1
ブロックサークル,0,0.198456245823825,5,3.7,18,24.5,0.367303907871246,0.419722139835358,0.212973922491074,1
ブロック,0,1,4,2,71,13,0.0232822131365538,0.00378792360424995,0.972929954528809,2
ブロック,0,0.270225835829119,4,2,71,13,0.0233114752918482,0.00253565073944628,0.974152982234955,2
ブロック,0,0.269917400512978,4,2,71,13,0.0233114864677191,0.00253522046841681,0.974153220653534,2
ブロック,0,0.250677780569258,4,2,71,13,0.0233121085911989,0.00250851875171065,0.974179446697235,2
フルビンゴ,0,1,2,2.5,0,0,0.400252312421799,0.584124565124512,0.0156230255961418,1
フルビンゴ,0,0.217728840820979,2,2.5,0,0,0.503302991390228,0.477051645517349,0.0196454003453255,0
ビンゴ,0,0.603386296504199,2,1.5,19,0,0.5963254570961,0.286693423986435,0.116981096565723,0
ビンゴ,0,0.435457681641957,2,1.5,19,0,0.611846923828125,0.268127083778381,0.12002594769001,0
ナンバー黒ブロック添付数字,0,0.375454457413158,1,6.2,0,30.6,0.317980706691742,0.66962468624115,0.0123947188258171,1
ナンバー黒ブロック数字,0,0.23190665647302,1,5.2,0,21.25,0.389567911624908,0.59652304649353,0.0139091154560447,1
ナンバー黒ブロック判定方法,0,0.185073635322626,1,6.2,0,27.2,0.340330868959427,0.646392285823822,0.0132769625633955,1
ナンバー黒ブロックボーナスサークル設置,0,0.339069582170227,1,8.6,0,10,0.208340182900429,0.781528353691101,0.0101315192878246,1
ナンバー黒ブロック,0,0.386231666454855,5,4.2,4,16.3333333333333,0.286505490541458,0.663907885551453,0.0495865941047668,1
ナンバー黒ブロック,0,0.298172011921913,5,4.2,4,16.3333333333333,0.295819014310837,0.652982532978058,0.0511985309422016,1
ナンバー黒ブロック,0,0.293957240929087,5,4.2,4,16.3333333333333,0.296268343925476,0.65245532989502,0.051276296377182,1
ナンバー黒ブロック,0,0.258786036439785,5,4.2,4,16.3333333333333,0.300030261278152,0.648042380809784,0.0519273765385151,1
ナンバー黒ブロック,0,0.236526944228276,5,4.2,4,16.3333333333333,0.302422314882278,0.645236372947693,0.0523413866758347,1
ナンバーボーナスサークル内側,0,0.185073635322626,1,6.1,0,11.75,0.343943357467651,0.642708599567413,0.0133480206131935,1
ナンバーボーナスサークル,0,0.214289093161644,2,5.1,1,15.6666666666667,0.36157637834549,0.618986785411835,0.0194368287920952,1
ナンバーボーナスサークル,0,0.171013898801254,2,5.1,1,15.6666666666667,0.366934895515442,0.613340139389038,0.0197248850017786,1
ナンバーボーナスサ,0,1,1,3.9,3,0,0.385160058736801,0.598746061325073,0.0160939171910286,1
トリプルビンゴ,0,1,3,3.5,0,0,0.304596930742264,0.677359044551849,0.0180440321564674,1
トリプルビンゴ,0,1,3,3.5,0,0,0.304596930742264,0.677359044551849,0.0180440321564674,1
トリプルビンゴ,0,0.205028334188245,3,3.5,0,0,0.401049941778183,0.575192272663116,0.0237578190863132,1
チーム走行順,0,0.261520672013116,1,2.7,0,8.66666666666667,0.532166600227356,0.452616840600967,0.015216582454741,0
ダブルビンゴ,0,1,2,3,0,0,0.371760129928589,0.613060653209686,0.0151792829856277,1
ダブルビンゴ,0,0.217728840820979,2,3,0,0,0.473514258861542,0.507151782512665,0.0193339940160513,1
ターン順番,0,0.261520672013116,1,2.2,0,12.5,0.562280416488647,0.422364383935928,0.0153552750125527,0
ターン進行,0,0.716735207075885,1,2.2,0,9.5,0.501383781433105,0.484913885593414,0.0137023190036416,0
ターン,0,0.261520672013116,1,1.2,3,0,0.637984812259674,0.341111600399017,0.0209036655724049,0
タッチセンサ押下操作,0,1,4,5,1,3.66666666666667,0.208490654826164,0.770080268383026,0.0214290246367455,1
タッチセンサ押下操作,0,0.456178485510643,4,5,1,3.66666666666667,0.260485917329788,0.712740898132324,0.0267731919884682,1
タッチセンサ押下操作,0,0.247458308214242,4,5,1,3.66666666666667,0.282377183437347,0.688599526882172,0.0290232077240944,1
タッチセンサ押下操作,0,0.1952241578715,4,5,1,3.66666666666667,0.288010984659195,0.682386815547943,0.0296022593975067,1
タイム,0,0.314134097365052,1,1.5,28,53,0.64150995016098,0.157668620347977,0.200821474194527,0
スラローム,0,0.555221607409274,1,2.2,0,0,0.521772682666779,0.463934540748596,0.0142927477136254,0
スポンサー看板,0,0.268338780376632,1,3.2,0,3,0.500618040561676,0.484387308359146,0.0149946361780167,0
スタート準備,0,1,2,2.7,0,50.5,0.395039945840836,0.589453220367432,0.0155068058520556,1
スタート準備,0,0.30144915201672,2,2.7,0,50.5,0.486813396215439,0.494077324867249,0.0191092640161514,1
スタート成立,0,0.750523880597829,2,2.7,0,38,0.425847202539444,0.557385385036469,0.0167673826217651,1
スタート成立,0,0.707106781186548,2,2.7,0,38,0.43154039978981,0.551468014717102,0.0169915445148945,1
スタートライン通過,0,0.235686063805252,1,4.2,0,2,0.445074558258057,0.540334522724152,0.0145909255370498,1
スタートライン手前白部分,0,0.416420576866784,1,5.7,0,71.25,0.344516664743423,0.642772853374481,0.0127105480059981,1
スタートライン,0,0.504705876892286,5,3.2,3,0,0.315745890140533,0.63841587305069,0.0458383075892925,1
スタートライン,0,0.460550459763416,5,3.2,3,0,0.32067283987999,0.632773518562317,0.0465535707771778,1
スタートライン,0,0.256270137386654,5,3.2,3,0,0.343864381313324,0.606215178966522,0.0499204061925411,1
スタートライン,0,0.187173134954785,5,3.2,3,0,0.35184234380722,0.597079038619995,0.0510786063969135,1
スタートライン,0,0.159274245727183,5,3.2,3,0,0.355080723762512,0.59337055683136,0.0515487231314182,1
スタートエリア,0,0.528379387046503,6,3.2,2,105.5,0.279986977577209,0.669789969921112,0.0502230599522591,1
スタートエリア,0,0.486350921470737,6,3.2,2,105.5,0.284352362155914,0.664641499519348,0.0510061122477055,1
スタートエリア,0,0.443801332112312,6,3.2,2,105.5,0.288805991411209,0.659389019012451,0.0518049821257591,1
スタートエリア,0,0.416796519917687,6,3.2,2,105.5,0.291649967432022,0.65603494644165,0.0523151271045208,1
スタートエリア,0,0.318678800495648,6,3.2,2,105.5,0.302092909812927,0.643718779087067,0.0541883483529091,1
スタートエリア,0,0.182861755628679,6,3.2,2,105.5,0.316815972328186,0.62635463476181,0.0568293146789074,1
スタート,0,0.235686063805252,1,1.7,23,67,0.669473111629486,0.194741368293762,0.135785534977913,0
シングルビンゴ,0,1,3,3.5,0,0,0.304596930742264,0.677359044551849,0.0180440321564674,1
シングルビンゴ,0,1,3,3.5,0,0,0.304596930742264,0.677359044551849,0.0180440321564674,1
シングルビンゴ,0,0.205028334188245,3,3.5,0,0,0.401049941778183,0.575192272663116,0.0237578190863132,1
サークル,0,1,1,1.7,49,36,0.303762674331665,0.0564790442585945,0.639758169651031,2
サンプル,0,0.289345041671128,1,2,0,16,0.570824384689331,0.413878411054611,0.0152971968054771,0
ゴールゲート通過,0,0.437844477986749,1,3.4,0,8.66666666666667,0.466685920953751,0.519101500511169,0.0142126204445958,1
ゴールゲートゲートライン例,0,0.200556132428184,1,5.6,0,11,0.369595646858215,0.616689920425415,0.0137144830077887,1
ゴールゲート,0,0.21778138519944,2,2.4,4,11,0.53829425573349,0.431973665952683,0.0297320727258921,0
ゴールゲート,0,0.185320216330411,2,2.4,4,11,0.542453467845917,0.427584767341614,0.0299618002027273,0
ゴール,0,0.552101888716869,2,1.2,6,7,0.5769864320755,0.388753533363342,0.0342600122094154,0
ゴール,0,0.228935570861167,2,1.2,6,7,0.61609947681427,0.347318112850189,0.0365824475884438,0
コース黒線,0,0.322692142577418,1,2.2,0,176.333333333333,0.575129151344299,0.409782618284225,0.0150882843881845,0
コース該当ゲートゲートライン,0,0.404040949161404,1,6.1,0,33.3333333333333,0.320176035165787,0.667463779449463,0.0123601090162992,1
コース記載,0,0.289345041671128,1,2.2,0,63.5,0.565141499042511,0.419616729021072,0.015241788700223,0
コース装飾,0,0.736443452107982,1,2.2,0,75,0.507265865802765,0.479091614484787,0.0136424042284489,0
コース画像,0,0.289345041671128,1,2.2,0,68.5,0.56577855348587,0.418981105089188,0.015240291133523,0
コース外,0,0.376614050130688,1,1.7,0,50,0.581291139125824,0.403672218322754,0.0150366649031639,0
コース全景,0,0.633906680145659,1,2.2,0,54,0.518267273902893,0.467722505331039,0.0140101667493582,0
コースリザルトタイム,0,0.261520672013116,1,4.7,0,0,0.411980420351028,0.573884606361389,0.0141350254416466,1
コース,0,0.706576548795932,7,1.2,26,100,0.274164021015167,0.234554722905159,0.491281241178513,2
コース,0,0.578654527329948,7,1.2,26,100,0.278617203235626,0.222121730446815,0.499261021614075,2
コース,0,0.490257439185327,7,1.2,26,100,0.281594485044479,0.213809460401535,0.504596054553986,2
コース,0,0.296928382443458,7,1.2,26,100,0.287820339202881,0.196427255868912,0.515752375125885,2
コース,0,0.198641146095631,7,1.2,26,100,0.290835708379745,0.188008651137352,0.521155595779419,2
コース,0,0.182212237381836,7,1.2,26,100,0.291329920291901,0.186628878116608,0.522041261196136,2
コース,0,0.178128022707831,7,1.2,26,100,0.291452348232269,0.186287075281143,0.52226060628891,2
ゲーム,0,0.302632932470855,1,1.2,0,28,0.616619467735291,0.368049949407578,0.015330582857132,0
ゲートライン,0,0.703187451311099,2,2.7,4,286.5,0.49289682507515,0.480958342552185,0.0261448062956333,0
ゲートライン,0,0.185320216330411,2,2.7,4,286.5,0.559810042381287,0.410495847463608,0.0296940952539444,0
クラス共通,0,0.721166814718307,1,2.5,1,29,0.492959886789322,0.491971909999847,0.0150681175291538,0
クラス共用,0,0.289345041671128,1,2.5,0,29,0.542998075485229,0.441828548908234,0.0151733625680208,0
クラス,0,0.330651012216042,1,1.5,10,58,0.658376932144165,0.300678312778473,0.0409447439014912,0
ガレージ方向,0,1,2,2.7,0,35.5,0.393172949552536,0.591336727142334,0.0154903400689363,1
ガレージ方向,0,0.309800860381236,2,2.7,0,35.5,0.483764439821243,0.497176140546799,0.0190594866871834,1
ガレージ停止,0,1,1,2.7,0,21.5,0.435133755207062,0.552463173866272,0.0124030075967312,1
ガレージ,0,0.83288508687127,3,1.7,3,1,0.445515036582947,0.5251185297966,0.0293663814663887,1
ガレージ,0,0.65414490841953,3,1.7,3,1,0.468623846769333,0.500486493110657,0.0308896079659462,1
ガレージ,0,0.250011217503032,3,1.7,3,1,0.520708024501801,0.444969236850739,0.0343227684497833,0
カラーブロック色,0,0.707106781186548,2,3.7,0,11.6666666666667,0.370656311511993,0.613270699977875,0.0160730630159378,1
カラーブロック色,0,0.46181922557886,2,3.7,0,11.6666666666667,0.401848524808884,0.580725848674774,0.0174256693571806,1
カラーブロック有効移動,0,0.593395328092166,3,5.2,0,32.75,0.269217401742935,0.712344169616699,0.0184383094310761,1
カラーブロック有効移動,0,0.214178831746047,3,5.2,0,32.75,0.311046063899994,0.667650878429413,0.0213030949234962,1
カラーブロック有効移動,0,0.205028334188245,3,5.2,0,32.75,0.31209534406662,0.666529715061188,0.0213749576359987,1
カラーブロック,0,1,7,3.2,7,12.5,0.213706791400909,0.701108813285828,0.0851844474673271,1
カラーブロック,0,0.623978788930022,7,3.2,7,12.5,0.246022492647171,0.655911922454834,0.0980656147003174,1
カラーブロック,0,0.595400003795078,7,3.2,7,12.5,0.248573035001755,0.652344703674316,0.0990822687745094,1
カラーブロック,0,0.369973763110482,7,3.2,7,12.5,0.269102782011032,0.623631656169891,0.107265509665012,1
カラーブロック,0,0.364424474763673,7,3.2,7,12.5,0.269616812467575,0.6229128241539,0.107470400631428,1
カラーブロック,0,0.300630776101855,7,3.2,7,12.5,0.275552868843079,0.614610552787781,0.109836548566818,1
カラーブロック,0,0.241222047067917,7,3.2,7,12.5,0.281124234199524,0.606818437576294,0.112057313323021,1
カラーサークル成立,0,0.235629199543308,1,3.9,0,19,0.465147137641907,0.520072102546692,0.0147807886824012,1
アドバンストクラス難所,0,0.517957518838327,1,5.5,0,0,0.334663838148117,0.652996063232422,0.0123401451855898,1
アドバンストクラス競技,0,0.331137545990162,1,5.5,0,21.5,0.360113859176636,0.626677393913269,0.0132088139653206,1
アドバンストクラスボーナスタイム一覧,0,0.631587723588862,1,8.7,0,0,0.17887881398201,0.81232213973999,0.00879905093461275,1
アドバンストクラス,0,0.637354465750193,1,4.5,4,0,0.404442608356476,0.576045095920563,0.0195123627781868,1
rコーススタートエリア,0,0.238947170779273,1,4.8,0,78.25,0.418999582529068,0.56676983833313,0.014230496250093,1
rコース,0,1,6,1.6,1,51,0.295952409505844,0.661464333534241,0.0425832495093346,1
rコース,0,1,6,1.6,1,51,0.295952409505844,0.661464333534241,0.0425832495093346,1
rコース,0,0.394436098492417,6,1.6,1,51,0.36441308259964,0.583153247833252,0.0524337403476238,1
rコース,0,0.304874052663275,6,1.6,1,51,0.374954760074615,0.571094751358032,0.0539505295455456,1
rコース,0,0.200136829666361,6,1.6,1,51,0.387376010417938,0.556886196136475,0.0557377636432648,1
rコース,0,0.182861755628679,6,1.6,1,51,0.389433115720749,0.554533064365387,0.0560337603092194,1
lコース中間ゲート1,0,1,1,3.8,0,25.6,0.371873795986176,0.616434216499329,0.0116920089349151,1
lコーススタートエリア,0,0.238947170779273,1,4.8,0,77.75,0.418936222791672,0.566833794116974,0.0142300892621279,1
lコースゴールゲート,0,1,1,4,0,0,0.357576608657837,0.63090443611145,0.0115188509225845,1
lコース,0,1,5,1.6,4,50,0.353653877973557,0.598314166069031,0.0480320379137993,1
lコース,0,1,5,1.6,4,50,0.353653877973557,0.598314166069031,0.0480320379137993,1
lコース,0,0.409322174954624,5,1.6,4,50,0.424247443675995,0.518132746219635,0.0576198138296604,1
lコース,0,0.316380044322342,5,1.6,4,50,0.435526996850967,0.505321204662323,0.0591517649590969,1
lコース,0,0.189762985223805,5,1.6,4,50,0.450900435447693,0.487859845161438,0.0612397231161594,1
goal,0,0.200556132428184,1,1.6,0,14,0.605099439620972,0.379250913858414,0.0156495980918407,0
gate2,0,0.200556132428184,1,1.6,0,0,0.603367686271667,0.380973935127258,0.0156584214419127,0
gate1,0,0.200556132428184,1,1.6,0,0,0.603367686271667,0.380973935127258,0.0156584214419127,0
etロボコンキャラクターロゴ,0,0.308466623784345,1,6.5,0,0,0.306767791509628,0.680854737758636,0.012377567589283,1
etロボコン2020ロゴ,0,0.308466623784345,1,3.8,0,0,0.458941608667374,0.526538133621216,0.014520269818604,1
etロボコン2020シミュレータ自動判定算出,0,0.314134097365052,1,8.5,0,9.57142857142857,0.214608445763588,0.775047779083252,0.0103438571095467,1
etロボコン2020シミュレータ,0,0.391795777164791,2,5.5,1,0.25,0.316966354846954,0.66530305147171,0.017730638384819,1
etロボコン2020シミュレータ,0,0.348003306596886,2,5.5,1,0.25,0.322081446647644,0.659901678562164,0.0180167779326439,1
