単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Labels,Scored Probabilities
コース画像,0,0.415396071025808,1,7.6,0,0,0,0.462570309638977
コース外,0,0.17415931426846,1,5.6,0,0,0,0.386391341686249
コース上,0,0.492173751038069,4,5.6,0,0,0,0.420335710048676
コース上,0,0.417439456778449,4,5.6,0,0,0,0.420335710048676
コース上,0,0.319050586516163,4,5.6,0,0,0,0.420335710048676
コース上,0,0.296654962331519,4,5.6,0,0,0,0.420335710048676
コース,0,0.374008418290998,10,3.6,16,0,1,0.669459402561188
コース,0,0.354718235522368,10,3.6,16,0,1,0.669459402561188
コース,0,0.251554014264519,10,3.6,16,0,1,0.669459402561188
コース,0,0.224151563431583,10,3.6,16,0,1,0.669459402561188
コース,0,0.221666581812461,10,3.6,16,0,1,0.669459402561188
コース,0,0.197979563117027,10,3.6,16,0,1,0.669459402561188
コース,0,0.196246174139719,10,3.6,16,0,1,0.669459402561188
コース,0,0.195128261043014,10,3.6,16,0,1,0.669459402561188
コース,0,0.182387918166565,10,3.6,16,0,1,0.669459402561188
コース,0,0.141190817364786,10,3.6,16,0,1,0.669459402561188
コンピュータ,0,0.169838753612497,1,7.2,0,0,0,0.447073817253113
ゲーム,0,0.321555122970871,1,3.6,0,0,0,0.315395444631577
ゲートライン,0,0.577870803501933,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.308974935735702,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.246086875519035,4,7.2,0,0,0,0.482160180807114
ゲートライン,0,0.224020655998061,4,7.2,0,0,0,0.482160180807114
クラス別,0,0.46961626878389,1,5.6,0,0,0,0.386391341686249
クラス,0,0.439639869796398,5,3.6,9,0,1,0.501983404159546
クラス,0,0.421950742903188,5,3.6,9,0,1,0.501983404159546
クラス,0,0.409799765335473,5,3.6,9,0,1,0.501983404159546
クラス,0,0.308940680341249,5,3.6,9,0,1,0.501983404159546
クラス,0,0.307144779989852,5,3.6,9,0,1,0.501983404159546
ガレージ方向,0,0.341208891931675,1,8.8,0,0,1,0.509375214576721
ガレージ,0,0.17415931426846,1,4.8,1,0,0,0.372520059347153
カラーブロック有効移動,0,0.309495562547514,2,16.4,0,0,1,0.781096935272217
カラーブロック有効移動,0,0.287250645953894,2,16.4,0,0,1,0.781096935272217
カラーブロック,0,0.523746222103303,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.518913459024988,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.477990704581815,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.294826392547729,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.285141249688649,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.231104762010549,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.203442426556577,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.202561553067579,9,8.4,2,0,1,0.618568778038025
カラーブロック,0,0.191620491237874,9,8.4,2,0,1,0.618568778038025
カラーサークル,0,0.311753038721,1,8.4,0,0,0,0.493751227855682
オレンジ範囲,0,0.207216944980054,1,8.8,0,0,1,0.509375214576721
エントリークラス,0,0.170686337947632,1,9.6,0,0,1,0.54053783416748
エリア,0,0.421734362080316,2,3.6,5,0,0,0.401905208826065
エリア,0,0.332373443774407,2,3.6,5,0,0,0.401905208826065
アドバンストクラス難所,0,0.478375951962828,1,14.8,0,0,1,0.726120412349701
アドバンストクラス固有,0,0.490239541212463,1,14.8,0,0,1,0.726120412349701
アドバンストクラス,0,0.458603373586103,3,10.8,2,1,1,0.923212051391602
アドバンストクラス,0,0.441853230344392,3,10.8,2,1,1,0.923212051391602
アドバンストクラス,0,0.14775293317827,3,10.8,2,1,1,0.923212051391602
アクティビティ,0,0.64088307126067,1,8.4,0,1,1,0.868247389793396
もの,0,0.379395363950135,2,2.2,1,0,0,0.293044447898865
もの,0,0.375641951903306,2,2.2,1,0,0,0.293044447898865
または,0,0.443499886550971,1,3.3,0,0,0,0.305362552404404
うち1,0,0.491703720655113,1,3.2,0,0,0,0.302058279514313
rコース,0,0.263485952032893,5,5,0,0.5,1,0.642713904380798
rコース,0,0.260564902821034,5,5,0,0.5,1,0.642713904380798
rコース,0,0.249327062808132,5,5,0,0.5,1,0.642713904380798
rコース,0,0.237704717642926,5,5,0,0.5,1,0.642713904380798
rコース,0,0.219197944121138,5,5,0,0.5,1,0.642713904380798
lコース,0,0.272265255120272,4,5,1,0.5,1,0.647076785564423
lコース,0,0.260522793472568,4,5,1,0.5,1,0.647076785564423
lコース,0,0.24837856093303,4,5,1,0.5,1,0.647076785564423
lコース,0,0.229040763095294,4,5,1,0.5,1,0.647076785564423
goal,0,0.299235305675188,1,5.6,0,1,1,0.809696614742279
gate2,0,0.299235305675188,1,6.6,0,0,0,0.424029588699341
gate1,0,0.299235305675188,1,6.6,0,0,0,0.424029588699341
ev3rt,0,0.169838753612497,1,6.6,0,0.333333333333333,1,0.581904351711273
etロボコンキャラクターロゴ,0,0.274389491128314,1,17.2,0,0.5,1,0.909315824508667
etロボコン2020ロゴ,0,0.274389491128314,1,14,0,0.25,1,0.790453493595123
etrobo開発環境,0,0.579180888960758,1,16.4,0,0.333333333333333,1,0.865516185760498
api,0,0.169838753612497,1,4.2,0,1,1,0.773693382740021
8個,0,0.428510602586889,1,3,0,0,0,0.295511066913605
6章,0,0.46961626878389,1,3,0,0,0,0.295511066913605
6個,0,0.278507671781941,1,3,0,0,0,0.295511066913605
60fps,0,0.437387790931218,1,6.2,0,0.5,1,0.642566025257111
5種類,0,0.315219491315348,1,5,0,0,0,0.364413499832153
4章,0,0.46961626878389,1,3,0,0,0,0.295511066913605
45,0,0.335905692843219,1,2,0,0,0,0.26405069231987
3章,0,0.520681792878924,1,3,0,0,0,0.295511066913605
2章,0,0.514541555308592,1,3,1,0,0,0.309453070163727
26,0,0.0980603246215222,1,2,0,0,0,0.26405069231987
1章,0,0.151010968072147,1,3,0,0,0,0.295511066913605
1回,0,0.45151063233431,2,3,0,0,0,0.30539670586586
1回,0,0.308466829911169,2,3,0,0,0,0.30539670586586
1チーム当たりlコース,0,0.334778956719478,1,13.8,0,0,1,0.693975985050201
14,0,0.0980603246215222,1,2,0,0,0,0.26405069231987
12章,0,0.442457613056155,1,4,0,0,0,0.32904389500618
120秒経過後,0,0.17415931426846,1,11,0,0,1,0.594177722930908
120秒,0,0.628015815725768,3,5,1,0,0,0.402250707149506
120秒,0,0.411546748753409,3,5,1,0,0,0.402250707149506
120秒,0,0.150759280636602,3,5,1,0,0,0.402250707149506
12,0,0.151010968072147,1,2,5,0,0,0.333015918731689
11,0,0.272403350783129,1,2,0,0,0,0.26405069231987
10個,0,0.294409779314016,1,4,0,0,0,0.32904389500618
10,0,0.139142182231198,2,2,1,0,0,0.286612391471863
10,0,0.122786396530985,2,2,1,0,0,0.286612391471863
0版,0,0.339791988711456,3,3,0,0,0,0.315464973449707
0版,0,0.235803255080351,3,3,0,0,0,0.315464973449707
0版,0,0.0848849460680823,3,3,0,0,0,0.315464973449707
