単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
スタートライン,0,0.434195208577485,4,8.4,1,0,0.460401266813278,0.486368626356125,0.0532301254570484,1
スタートライン,0,0.262113165859604,4,8.4,1,0,0.460401266813278,0.486368626356125,0.0532301254570484,1
スタートライン,0,0.256954220781296,4,8.4,1,0,0.460401266813278,0.486368626356125,0.0532301254570484,1
スタートエリア,0,0.534985024165943,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
スタートエリア,0,0.43045124696432,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
スタートエリア,0,0.397540343677611,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
スタートエリア,0,0.337093965033561,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
スタートエリア,0,0.329209731230066,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
スタートエリア,0,0.328587617951178,6,8.4,0,0,0.460153013467789,0.496110916137695,0.0437360778450966,1
シングルビンゴ,0,0.346189415752243,1,8.4,0,1,0.0707995742559433,0.91268527507782,0.0165151599794626,1
サンプル,0,0.399338172978456,1,4.8,0,0,0.669454574584961,0.294391870498657,0.03615353256464,0
ゴールゲート,0,0.442934657077231,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゴールゲート,0,0.288893598751295,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゴールゲート,0,0.247865748306937,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゴールゲート,0,0.175784733359369,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゴール,0,0.538543535487506,3,3.6,4,0,0.678190290927887,0.227133393287659,0.0946763306856155,0
ゴール,0,0.401484609881839,3,3.6,4,0,0.678190290927887,0.227133393287659,0.0946763306856155,0
ゴール,0,0.254839048436148,3,3.6,4,0,0.678190290927887,0.227133393287659,0.0946763306856155,0
コース画像,0,0.399338172978456,1,7.6,0,0,0.519058585166931,0.442280173301697,0.0386612378060818,0
コース外,0,0.181621808114622,1,5.6,0,0,0.628760099411011,0.334017068147659,0.0372227840125561,0
コース,0,0.340021898103986,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.257345530550378,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.257168448184005,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.253469294769511,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.23649096490395,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.232224733373363,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.216529247036406,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.182952099084242,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
コース,0,0.1452141323385,9,3.6,16,0,0.200315818190575,0.0693704038858414,0.730313897132874,2
ゲーム,0,0.337574562786685,1,3.6,0,0,0.725557744503021,0.240302443504334,0.0341397486627102,0
ゲートライン,0,0.577787197502591,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゲートライン,0,0.311307765742046,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゲートライン,0,0.247865748306937,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
ゲートライン,0,0.221467328538616,4,7.2,0,0,0.533325612545013,0.425112545490265,0.0415618717670441,0
クラス,0,0.508894083924965,1,3.6,3,0,0.698812425136566,0.230167657136917,0.0710198804736137,0
ガレージ方向,0,0.365344201044955,1,8.8,0,0,0.451091796159744,0.510345697402954,0.0385625325143337,1
ガレージ,0,0.181621808114622,1,4.8,1,0,0.662801682949066,0.290929317474365,0.0462690182030201,0
カラーブロック有効移動,0,0.312290967117109,2,16.4,0,0,0.123647667467594,0.850273966789246,0.0260782428085804,1
カラーブロック有効移動,0,0.308616105731588,2,16.4,0,0,0.123647667467594,0.850273966789246,0.0260782428085804,1
カラーブロック,0,0.558324694926679,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.529038977898387,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.482056897152064,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.289972738034517,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.281416518753586,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.257345530550378,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.228672775374756,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.197325422492271,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーブロック,0,0.189220899604237,9,8.4,2,0,0.438900738954544,0.484742403030396,0.0763568952679634,1
カラーサークル,0,0.336445050966046,1,8.4,0,0,0.473710834980011,0.487610846757889,0.0386782586574554,1
オレンジ範囲,0,0.20948846184618,1,8.8,0,0,0.451091796159744,0.510345697402954,0.0385625325143337,1
エリア,0,0.440510990107861,2,3.6,8,0,0.585658609867096,0.192906707525253,0.221434608101845,0
エリア,0,0.326431199413198,2,3.6,8,0,0.585658609867096,0.192906707525253,0.221434608101845,0
アドバンストクラス難所,0,0.470417480583276,1,14.8,0,0,0.171264782547951,0.799576103687286,0.0291591789573431,1
アドバンストクラス,0,0.4643568401436,2,10.8,1,1,0.0411439016461372,0.942009389400482,0.0168466679751873,1
アドバンストクラス,0,0.45636313810816,2,10.8,1,1,0.0411439016461372,0.942009389400482,0.0168466679751873,1
アクティビティ,0,0.619935828046192,1,8.4,0,1,0.0707995742559433,0.91268527507782,0.0165151599794626,1
なお置か,0,0.351448415698526,2,5.3,0,0,0.64166271686554,0.320504516363144,0.03783268481493,0
なお置か,0,0.346154766645651,2,5.3,0,0,0.64166271686554,0.320504516363144,0.03783268481493,0
なお,0,0.6387269475519,1,2.2,2,0,0.766871213912964,0.181789502501488,0.0513392947614193,0
うち1,0,0.49784879158314,1,3.2,0,0,0.742790877819061,0.223827451467514,0.0333816558122635,0
rコース,0,0.702667117689703,5,5,0,0.5,0.357324928045273,0.604987025260925,0.0376879908144474,1
rコース,0,0.273181737689291,5,5,0,0.5,0.357324928045273,0.604987025260925,0.0376879908144474,1
rコース,0,0.26825361477608,5,5,0,0.5,0.357324928045273,0.604987025260925,0.0376879908144474,1
rコース,0,0.218577881747029,5,5,0,0.5,0.357324928045273,0.604987025260925,0.0376879908144474,1
rコース,0,0.075269000123921,5,5,0,0.5,0.357324928045273,0.604987025260925,0.0376879908144474,1
lコース,0,0.719128461754795,4,5,1,0.5,0.356296002864838,0.596581220626831,0.047122772783041,1
lコース,0,0.281112879153736,4,5,1,0.5,0.356296002864838,0.596581220626831,0.047122772783041,1
lコース,0,0.229055842205602,4,5,1,0.5,0.356296002864838,0.596581220626831,0.047122772783041,1
lコース,0,0.0788771676143882,4,5,1,0.5,0.356296002864838,0.596581220626831,0.047122772783041,1
goal,0,0.304848992698418,1,5.6,0,1,0.127843290567398,0.850534558296204,0.0216222256422043,1
gate2,0,0.304848992698418,1,6.6,0,0,0.574977695941925,0.386841744184494,0.038180585950613,0
gate1,0,0.304848992698418,1,6.6,0,0,0.574977695941925,0.386841744184494,0.038180585950613,0
etロボコンキャラクターロゴ,0,0.280235894712524,1,17.2,0,0.5,0.0327804908156395,0.95479291677475,0.012426657602191,1
etロボコン2020ロゴ,0,0.280235894712524,1,14,0,0.25,0.118034385144711,0.858131647109985,0.0238339602947235,1
etロボコン2020シミュレータ,0,0.439945506689237,4,18.8,0,0.25,0.0406240448355675,0.943783044815063,0.0155928758904338,1
etロボコン2020シミュレータ,0,0.394879236702115,4,18.8,0,0.25,0.0406240448355675,0.943783044815063,0.0155928758904338,1
etロボコン2020シミュレータ,0,0.301213384560675,4,18.8,0,0.25,0.0406240448355675,0.943783044815063,0.0155928758904338,1
etロボコン2020シミュレータ,0,0.147672541013527,4,18.8,0,0.25,0.0406240448355675,0.943783044815063,0.0155928758904338,1
45,0,0.349964519743344,1,2,0,0,0.789823830127716,0.179249733686447,0.0309264604002237,0
26,0,0.0970106812191507,1,2,0,0,0.789823830127716,0.179249733686447,0.0309264604002237,0
14,0,0.0970106812191507,1,2,0,0,0.789823830127716,0.179249733686447,0.0309264604002237,0
11,0,0.272381692435385,1,2,0,0,0.789823830127716,0.179249733686447,0.0309264604002237,0
10,0,0.141126601483704,1,2,1,0,0.78299605846405,0.177372813224792,0.0396311283111572,0
