単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
スタート準備走行,0,0.593243335019622,1,3.7,0,33.6666666666667,0.377563863992691,0.565665602684021,0.0567705035209656,1
スタート準備,0,0.346744531012211,1,2.7,1,50.5,0.416761666536331,0.517547905445099,0.065690390765667,1
スタート位置,0,0.534014775633368,1,2.7,0,44,0.418358772993088,0.521284103393555,0.0603570826351643,1
スタートライン手前,0,0.441390781757739,1,4.2,0,0,0.347981661558151,0.597108960151672,0.0549093075096607,1
スタートライン,0,0.527354200078108,4,3.2,1,0,0.380287706851959,0.554970324039459,0.0647419765591621,1
スタートライン,0,0.434195208577485,4,3.2,1,0,0.380287706851959,0.554970324039459,0.0647419765591621,1
スタートライン,0,0.262113165859604,4,3.2,1,0,0.380287706851959,0.554970324039459,0.0647419765591621,1
スタートライン,0,0.256954220781296,4,3.2,1,0,0.380287706851959,0.554970324039459,0.0647419765591621,1
スタートエリア,0,0.534985024165943,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
スタートエリア,0,0.43045124696432,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
スタートエリア,0,0.397540343677611,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
スタートエリア,0,0.337093965033561,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
スタートエリア,0,0.329209731230066,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
スタートエリア,0,0.328587617951178,6,3.2,0,105.5,0.421051442623138,0.519586503505707,0.0593620017170906,1
シングルビンゴ,0,0.346189415752243,1,3.5,0,0,0.373224347829819,0.569160938262939,0.0576147176325321,1
サンプル,0,0.399338172978456,1,2,0,16,0.434635400772095,0.502334356307983,0.0630302429199219,1
ゴールゲート,0,0.442934657077231,4,2.4,0,11,0.41749307513237,0.520127058029175,0.0623798631131649,1
ゴールゲート,0,0.288893598751295,4,2.4,0,11,0.41749307513237,0.520127058029175,0.0623798631131649,1
ゴールゲート,0,0.247865748306937,4,2.4,0,11,0.41749307513237,0.520127058029175,0.0623798631131649,1
ゴールゲート,0,0.175784733359369,4,2.4,0,11,0.41749307513237,0.520127058029175,0.0623798631131649,1
ゴール,0,0.538543535487506,3,1.2,4,7,0.442207396030426,0.464846342802048,0.0929462537169456,1
ゴール,0,0.401484609881839,3,1.2,4,7,0.442207396030426,0.464846342802048,0.0929462537169456,1
ゴール,0,0.254839048436148,3,1.2,4,7,0.442207396030426,0.464846342802048,0.0929462537169456,1
コース画像,0,0.399338172978456,1,2.2,0,68.5,0.446038007736206,0.492096692323685,0.0618653409183025,1
コース外,0,0.181621808114622,1,1.7,0,50,0.458256483078003,0.478040963411331,0.0637025311589241,1
コース,0,0.340021898103986,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.257345530550378,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.257168448184005,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.253469294769511,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.23649096490395,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.232224733373363,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.216529247036406,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.182952099084242,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
コース,0,0.1452141323385,9,1.2,16,100,0.384472280740738,0.379353404045105,0.236174345016479,0
ゲーム,0,0.337574562786685,1,1.2,0,28,0.469166338443756,0.465246468782425,0.0655871629714966,0
ゲートライン,0,0.577787197502591,4,2.7,0,286.5,0.506114482879639,0.435418426990509,0.0584670417010784,0
ゲートライン,0,0.311307765742046,4,2.7,0,286.5,0.506114482879639,0.435418426990509,0.0584670417010784,0
ゲートライン,0,0.247865748306937,4,2.7,0,286.5,0.506114482879639,0.435418426990509,0.0584670417010784,0
ゲートライン,0,0.221467328538616,4,2.7,0,286.5,0.506114482879639,0.435418426990509,0.0584670417010784,0
クラス,0,0.508894083924965,1,1.5,3,58,0.454893261194229,0.46224108338356,0.0828656032681465,1
ガレージ方向,0,0.365344201044955,1,2.7,0,35.5,0.41532239317894,0.524263501167297,0.0604140646755695,1
ガレージ,0,0.181621808114622,1,1.7,1,1,0.436318755149841,0.493758618831635,0.0699226558208466,1
カラーブロック有効移動,0,0.312290967117109,2,5.2,0,32.75,0.323604911565781,0.625137865543365,0.0512571930885315,1
カラーブロック有効移動,0,0.308616105731588,2,5.2,0,32.75,0.323604911565781,0.625137865543365,0.0512571930885315,1
カラーブロック,0,0.558324694926679,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.529038977898387,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.482056897152064,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.289972738034517,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.281416518753586,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.257345530550378,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.228672775374756,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.197325422492271,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーブロック,0,0.189220899604237,9,3.2,2,12.5,0.380231142044067,0.547976732254028,0.0717921257019043,1
カラーサークル,0,0.336445050966046,1,2.9,0,24,0.403758525848389,0.536478757858276,0.0597627460956573,1
オレンジ範囲,0,0.20948846184618,1,3,0,27,0.401096522808075,0.539521157741547,0.0593823567032814,1
エリア,0,0.440510990107861,2,1.5,8,144,0.456382244825363,0.420226365327835,0.123391397297382,0
エリア,0,0.326431199413198,2,1.5,8,144,0.456382244825363,0.420226365327835,0.123391397297382,0
アドバンストクラス難所,0,0.470417480583276,1,5.5,0,0,0.302978992462158,0.647225141525269,0.049795925617218,1
アドバンストクラス,0,0.4643568401436,2,4.5,1,0,0.334153652191162,0.607084631919861,0.0587617009878159,1
アドバンストクラス,0,0.45636313810816,2,4.5,1,0,0.334153652191162,0.607084631919861,0.0587617009878159,1
アクティビティ,0,0.619935828046192,1,3.5,0,76,0.39979812502861,0.542862176895142,0.0573396608233452,1
なお置か,0,0.351448415698526,2,0.8,0,0,0.473945379257202,0.458546489477158,0.0675081461668015,0
なお置か,0,0.346154766645651,2,0.8,0,0,0.473945379257202,0.458546489477158,0.0675081461668015,0
なお,0,0.6387269475519,1,0.2,2,0,0.486789613962173,0.431301772594452,0.0819085836410522,0
うち1,0,0.49784879158314,1,0.2,0,0,0.496606141328812,0.434264004230499,0.0691298991441727,0
rコース,0,0.702667117689703,5,1.6,0,51,0.4619060754776,0.473072737455368,0.0650212094187737,1
rコース,0,0.273181737689291,5,1.6,0,51,0.4619060754776,0.473072737455368,0.0650212094187737,1
rコース,0,0.26825361477608,5,1.6,0,51,0.4619060754776,0.473072737455368,0.0650212094187737,1
rコース,0,0.218577881747029,5,1.6,0,51,0.4619060754776,0.473072737455368,0.0650212094187737,1
rコース,0,0.075269000123921,5,1.6,0,51,0.4619060754776,0.473072737455368,0.0650212094187737,1
lコース,0,0.719128461754795,4,1.6,1,50,0.457297205924988,0.472155719995499,0.07054702937603,1
lコース,0,0.281112879153736,4,1.6,1,50,0.457297205924988,0.472155719995499,0.07054702937603,1
lコース,0,0.229055842205602,4,1.6,1,50,0.457297205924988,0.472155719995499,0.07054702937603,1
lコース,0,0.0788771676143882,4,1.6,1,50,0.457297205924988,0.472155719995499,0.07054702937603,1
goal,0,0.304848992698418,1,1.6,0,14,0.44899132847786,0.486583024263382,0.0644256770610809,1
gate2,0,0.304848992698418,1,1.6,0,0,0.443932056427002,0.491499096155167,0.0645688250660896,1
gate1,0,0.304848992698418,1,1.6,0,0,0.443932056427002,0.491499096155167,0.0645688250660896,1
etロボコンキャラクターロゴ,0,0.280235894712524,1,6.5,0,0,0.27042344212532,0.683716475963593,0.0458600707352161,1
etロボコン2020ロゴ,0,0.280235894712524,1,3.8,0,0,0.362332969903946,0.581205308437347,0.0564617030322552,1
etロボコン2020シミュレータ,0,0.439945506689237,4,5.5,0,0.25,0.302867919206619,0.646740794181824,0.0503912754356861,1
etロボコン2020シミュレータ,0,0.394879236702115,4,5.5,0,0.25,0.302867919206619,0.646740794181824,0.0503912754356861,1
etロボコン2020シミュレータ,0,0.301213384560675,4,5.5,0,0.25,0.302867919206619,0.646740794181824,0.0503912754356861,1
etロボコン2020シミュレータ,0,0.147672541013527,4,5.5,0,0.25,0.302867919206619,0.646740794181824,0.0503912754356861,1
45,0,0.349964519743344,1,0,0,0,0.504078984260559,0.426189303398132,0.0697317644953728,0
26,0,0.0970106812191507,1,0,0,0,0.504078984260559,0.426189303398132,0.0697317644953728,0
14,0,0.0970106812191507,1,0,0,0,0.504078984260559,0.426189303398132,0.0697317644953728,0
11,0,0.272381692435385,1,0,0,0,0.504078984260559,0.426189303398132,0.0697317644953728,0
10,0,0.141126601483704,1,0,1,0,0.499217331409454,0.424856930971146,0.075925700366497,0
