単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
エントリ登録,0,0.462188662364749,4,3,0,15.5,0.396740078926086,0.543118298053741,0.0601415857672691,1
エントリ登録,0,0.293168840676689,4,3,0,15.5,0.396740078926086,0.543118298053741,0.0601415857672691,1
エントリ登録,0,0.266943331389894,4,3,0,15.5,0.396740078926086,0.543118298053741,0.0601415857672691,1
エントリ,0,0.334424728452514,1,2,9,0,0.384312123060226,0.482844948768616,0.132842928171158,1
インターンシップ詳細登録,0,0.353027524217892,1,5.7,0,10.3333333333333,0.299529105424881,0.651425540447235,0.0490453988313675,1
インターンシップ評定情報,0,0.298016317380883,1,5.7,0,42.6666666666667,0.309719681739807,0.641129016876221,0.0491513609886169,1
インターンシップ登録,0,0.510737011865077,1,4.7,0,15.5,0.33545857667923,0.611572921276093,0.0529684238135815,1
インターンシップ情報,0,0.546646645422545,4,4.7,1,42,0.340875029563904,0.600723147392273,0.0584018006920815,1
インターンシップ情報,0,0.40767870259553,4,4.7,1,42,0.340875029563904,0.600723147392273,0.0584018006920815,1
インターンシップ情報,0,0.405761127351575,4,4.7,1,42,0.340875029563904,0.600723147392273,0.0584018006920815,1
インターンシップ情報,0,0.342841601456256,4,4.7,1,42,0.340875029563904,0.600723147392273,0.0584018006920815,1
インターンシップ名,0,0.389009599743337,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.343204303734087,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.328167147840116,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.317256551609866,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.295345921053253,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.284401259755988,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.282422530100323,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.263638150497123,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ名,0,0.257907486702409,9,4.2,0,1,0.347670882940292,0.595665156841278,0.0566639043390751,1
インターンシップ参加決定学生閲覧,0,0.367279862072448,1,7.7,0,15.8,0.238402023911476,0.720256209373474,0.0413417629897594,1
インターンシップ参加学生,0,0.383736988637816,1,5.7,1,12,0.297325909137726,0.64923506975174,0.053439024835825,1
インターンシップエントリ情報,0,0.692296415478821,1,6.7,0,28,0.272361367940903,0.682402312755585,0.045236274600029,1
インターンシップエントリ学生閲覧,0,0.415414139586251,1,7.7,0,8,0.236288204789162,0.722426056861877,0.0412857346236706,1
インターンシップid,0,0.343204303734087,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.328167147840116,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.317256551609866,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.295345921053253,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.284401259755988,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.282422530100323,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.263638150497123,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.257907486702409,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップid,0,0.192391332550509,9,4.5,0,0,0.336747616529465,0.607796788215637,0.0554556399583817,1
インターンシップ,0,0.415261176748415,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.393146949986032,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.340349507853831,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.326203223820826,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.325619645899335,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.312849586676906,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.311035101340609,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.250478858304731,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.244178716560723,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.22713169650601,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.215885586920012,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
インターンシップ,0,0.2075081215579,12,3.7,34,0,0.141777753829956,0.279498904943466,0.5787233710289,2
アドバイス参照,0,0.363321403951904,1,3.5,0,14,0.378070324659348,0.564352452754974,0.0575772039592266,1
アドバイス入力,0,0.386412540805314,1,3.5,0,14,0.378070324659348,0.564352452754974,0.0575772039592266,1
password,0,0.470707511053835,1,3.2,0,0,0.384212464094162,0.557031571865082,0.0587559975683689,1
is,0,0.334424728452514,1,0.8,0,0,0.474078387022018,0.458675175905228,0.0672464594244957,0
11111111,0,0.470707511053835,1,0,0,0,0.504078984260559,0.426189303398132,0.0697317644953728,0
